"state_name","state_abbr","county_name","county_fips","votes_gop_2020","votes_dem_2020","total_votes_2020","per_gop_2020","per_dem_2020","per_point_diff_2020","votes_dem_2016","votes_gop_2016","total_votes_2016","per_dem_2016","per_gop_2016","per_point_diff_2016","total_votes_2012","votes_dem_2012","votes_gop_2012","per_dem_2012","per_gop_2012","per_point_diff_2012"
"Alabama","AL","Washington County",1129,6564,2258,8876,0.739522307345651,0.254393871113114,0.485128436232537,2366,6031,8492,0.278615167216203,0.710197833254828,-0.431582666038625,8761,2971,5749,0.339116539207853,0.656203629722634,-0.317087090514781
"Alabama","AL","Wilcox County",1131,1833,4048,5903,0.31052007453837,0.685753006945621,-0.375232932407251,4329,1737,6095,0.71025430680886,0.284987694831829,0.42526661197703,6547,4867,1676,0.743393920879792,0.25599511226516,0.487398808614633
"Alabama","AL","Winston County",1133,10195,974,11284,0.903491669620702,0.0863169088975541,0.817174760723148,871,9225,10255,0.0849341784495368,0.899561189663579,-0.814627011214042,9712,1286,8310,0.132413509060956,0.855642504118616,-0.723228995057661
"Arizona","AZ","Apache County",4001,11442,23293,35183,0.325213881704232,0.662052695904272,-0.33683881420004,12196,5315,18659,0.653625596227022,0.284849134465941,0.36877646176108,25465,16833,8198,0.661024936186923,0.321932063616729,0.339092872570194
"Arizona","AZ","Cochise County",4003,35557,23732,60473,0.587981413192665,0.392439601144312,0.195541812048352,15291,25036,43147,0.354393121190349,0.580248916494774,-0.225855795304424,43776,16223,26742,0.370591191520468,0.610882675438597,-0.240291483918129
"Arizona","AZ","Coconino County",4005,27052,44698,73346,0.368827202574101,0.609412919586617,-0.240585717012516,25308,16573,44929,0.563288744463487,0.368870885174386,0.194417859289101,46746,26316,19368,0.562957258375048,0.414324220254139,0.148633038120909
"Arizona","AZ","Gila County",4007,18377,8943,27678,0.66395693330443,0.323108606113158,0.340848327191271,6746,13672,21398,0.315263108701748,0.638938218525096,-0.323675109823348,18477,6650,11525,0.359906911295124,0.623748444011474,-0.26384153271635
"Arizona","AZ","Graham County",4009,10749,4034,14996,0.716791144305148,0.269005068018138,0.44778607628701,3301,8025,11939,0.276488818158975,0.672166848144736,-0.395678029985761,11854,3608,8076,0.304369832967775,0.681289016365784,-0.376919183398009
"Arizona","AZ","Greenlee County",4011,2433,1182,3688,0.65970715835141,0.320498915401302,0.339208242950108,1092,1892,3243,0.33672525439408,0.58341042244835,-0.246685168054271,2972,1310,1590,0.440780619111709,0.534993270524899,-0.0942126514131898
"Arizona","AZ","La Paz County",4012,5129,2236,7460,0.687533512064343,0.299731903485255,0.387801608579089,1318,3381,4931,0.267288582437639,0.685662137497465,-0.418373555059826,4922,1619,3205,0.328931328728159,0.6511580658269,-0.32222673709874
"Arizona","AZ","Maricopa County",4013,995665,1040774,2069475,0.481119607629954,0.502916923374286,-0.0217973157443312,549040,590465,1201934,0.456797128627695,0.491262415407169,-0.0344652867794738,1187008,512008,654835,0.431343343937025,0.551668564997035,-0.12032522106001
"Arizona","AZ","Mohave County",4015,78535,24831,104705,0.750059691514254,0.237151998471897,0.512907693042357,16485,54656,74189,0.222202752429605,0.736712989796331,-0.514510237366726,65949,18324,46442,0.277851066733385,0.704210829580433,-0.426359762847048
"Arizona","AZ","Navajo County",4017,27657,23383,51783,0.53409420079949,0.45155746094278,0.0825367398567098,15362,18165,35409,0.43384450281002,0.513005168177582,-0.0791606653675619,35775,16157,19155,0.45162823200559,0.535429769392034,-0.0838015373864431
"Arizona","AZ","Pima County",4019,207758,304981,520735,0.398970685665454,0.585674095269187,-0.186703409603733,195649,147019,360762,0.542321530538139,0.407523519661162,0.134798010876977,351817,183470,162927,0.521492707856641,0.463101555638301,0.0583911522183408
"Arizona","AZ","Pinal County",4021,107077,75106,185037,0.57867885882283,0.405897198938591,0.172781659884239,35737,53857,93805,0.380971163584031,0.574137839134375,-0.193166675550344,102139,41428,58947,0.405604127708319,0.577125290045918,-0.171521162337599
"Arizona","AZ","Santa Cruz County",4023,6194,13138,19561,0.316650477991923,0.671642554061653,-0.354992076069731,10684,3650,14926,0.715797936486668,0.244539729331368,0.471258207155299,13894,9486,4235,0.682740751403484,0.304807830718296,0.377932920685188
"Arizona","AZ","Yavapai County",4025,91527,49602,143280,0.638798157453936,0.346189279731993,0.292608877721943,29705,58862,92780,0.320165984048286,0.63442552274197,-0.314259538693684,96790,32624,62385,0.337059613596446,0.644539725178221,-0.307480111581775
"Arizona","AZ","Yuma County",4027,36534,32210,69926,0.52246660755656,0.460629808654864,0.0618367989016961,18336,20586,40759,0.449863833754508,0.505066365710641,-0.0552025319561323,33935,14025,19500,0.413290113452188,0.574627965227641,-0.161337851775453
"Arkansas","AR","Arkansas County",5001,4304,1818,6292,0.684043229497775,0.28893833439288,0.395104895104895,1939,3825,6167,0.314415437003405,0.620236743959786,-0.305821306956381,6488,2454,3892,0.378236744759556,0.599876695437731,-0.221639950678175
"Arkansas","AR","Ashley County",5003,5548,2125,7926,0.699974766590966,0.26810497098158,0.431869795609387,2408,5338,8027,0.299987542045596,0.665005606079482,-0.365018064033886,7915,2855,4866,0.360707517372078,0.614782059380922,-0.254074542008844
