"state_name","state_abbr","county_name","county_fips","votes_gop_2020","votes_dem_2020","total_votes_2020","per_gop_2020","per_dem_2020","per_point_diff_2020","votes_dem_2016","votes_gop_2016","total_votes_2016","per_dem_2016","per_gop_2016","per_point_diff_2016","total_votes_2012","votes_dem_2012","votes_gop_2012","per_dem_2012","per_gop_2012","per_point_diff_2012"
"Georgia","GA","Liberty County",13179,7959,13104,21394,0.372020192577358,0.612508179863513,-0.240487987286155,9531,6125,16082,0.592650167889566,0.380860589478921,0.211789578410645,16132,10427,5558,0.646355070666997,0.344532606000496,0.301822464666501
"Georgia","GA","Lincoln County",13181,3173,1432,4641,0.683688860159448,0.308554190907132,0.375134669252316,1271,2759,4100,0.31,0.672926829268293,-0.362926829268293,4425,1586,2806,0.358418079096045,0.634124293785311,-0.275706214689266
"Georgia","GA","Long County",13183,3527,2035,5657,0.623475340286371,0.35973130634612,0.263744033940251,1356,2623,4109,0.330007301046483,0.63835483085909,-0.308347529812606,3786,1434,2300,0.378763866877971,0.607501320655045,-0.228737453777073
"Georgia","GA","Lowndes County",13185,25692,20116,46355,0.554244418077877,0.433955344623018,0.120289073454859,14614,21308,36813,0.396979327954799,0.578817265639855,-0.181837937685057,38610,17118,21176,0.443356643356643,0.548458948458948,-0.105102305102305
"Georgia","GA","Lumpkin County",13187,12163,3126,15531,0.783143390638079,0.201274869615608,0.581868521022471,2216,9613,12324,0.179811749432003,0.780022719896138,-0.600210970464135,10878,2049,8633,0.188361831218974,0.793620150763008,-0.605258319544034
"Georgia","GA","McDuffie County",13189,6169,4168,10455,0.590052606408417,0.398660927785748,0.191391678622669,3699,5432,9268,0.399115235217954,0.586102719033233,-0.186987483815278,9585,4041,5475,0.421596244131455,0.571205007824726,-0.149608763693271
"Georgia","GA","McIntosh County",13191,4016,2612,6696,0.599761051373955,0.390083632019116,0.209677419354839,2298,3482,5893,0.389954182928899,0.590870524350925,-0.200916341422026,6333,2860,3405,0.451602715932418,0.537659876835623,-0.0860571609032054
"Georgia","GA","Macon County",13193,1783,2858,4663,0.38237186360712,0.612910143684323,-0.230538280077204,2705,1540,4287,0.63097737345463,0.359225565663634,0.271751807790996,4781,3211,1545,0.671616816565572,0.323154151851077,0.348462664714495
"Georgia","GA","Madison County",13195,11326,3411,14937,0.758251322219991,0.22835910825467,0.529892213965321,2423,9195,11945,0.202846379238175,0.769778149853495,-0.56693177061532,11079,2486,8441,0.224388482715046,0.761891867497066,-0.53750338478202
"Georgia","GA","Marion County",13197,2275,1312,3625,0.627586206896552,0.361931034482759,0.265655172413793,1213,1921,3183,0.381087024819353,0.603518693056865,-0.222431668237512,3167,1411,1731,0.445532049257973,0.546574044837386,-0.101041995579413
"Georgia","GA","Meriwether County",13199,6524,4287,10877,0.599797738346971,0.394134412062149,0.205663326284821,3800,5216,9181,0.41389826816251,0.568129833351487,-0.154231565188977,9259,4328,4855,0.467437088238471,0.524354681931094,-0.0569175936926233
"Georgia","GA","Miller County",13201,2066,748,2834,0.729004940014114,0.26393789696542,0.465067043048694,622,1888,2540,0.24488188976378,0.743307086614173,-0.498425196850394,2770,848,1904,0.306137184115523,0.687364620938628,-0.381227436823105
"Georgia","GA","Mitchell County",13205,4935,3993,8962,0.550658335193037,0.44554786877929,0.105110466413747,3492,4272,7857,0.444444444444444,0.543718976708667,-0.099274532264223,8273,4081,4153,0.493291429952859,0.501994439743745,-0.00870300979088601
"Georgia","GA","Monroe County",13207,11057,4385,15590,0.709236690186017,0.281270044900577,0.427966645285439,3570,8821,12675,0.281656804733728,0.695936883629191,-0.414280078895464,12259,3779,8352,0.30826331674688,0.681295374826658,-0.373032058079778
"Georgia","GA","Montgomery County",13209,2960,980,3967,0.746155785228132,0.247038064028233,0.499117721199899,847,2668,3560,0.237921348314607,0.749438202247191,-0.511516853932584,3831,1135,2662,0.296267293134952,0.694857739493605,-0.398590446358653
"Georgia","GA","Morgan County",13211,8231,3353,11706,0.703143686998121,0.286434307192893,0.416709379805228,2658,6559,9435,0.281717011128776,0.695177530471648,-0.413460519342872,9016,2751,6178,0.305124223602484,0.685226264418811,-0.380102040816326
"Georgia","GA","Murray County",13213,12944,2301,15389,0.841120280719995,0.149522386119956,0.691597894600039,1799,10340,12422,0.144823699887297,0.832394139430043,-0.687570439542747,11209,2542,8439,0.226782050138282,0.75287715228834,-0.526095102150058
"Georgia","GA","Muscogee County",13215,30107,49446,80514,0.373934967831681,0.614129219763023,-0.240194251931341,39602,26901,68320,0.579654566744731,0.39375,0.185904566744731,70410,42458,27469,0.603010935946598,0.390129243005255,0.212881692941344
"Georgia","GA","Newton County",13217,23869,29789,54234,0.440111369251761,0.549267986871704,-0.109156617619943,21936,20907,43787,0.500970607714619,0.477470482106561,0.0235001256080573,43216,21844,20979,0.505460940392447,0.485445205479452,0.0200157349129952
"Georgia","GA","Oconee County",13219,16595,8162,25168,0.659369040050858,0.324300699300699,0.335068340750159,5253,12885,19030,0.276037834997373,0.677088807146611,-0.401050972149238,16643,4140,12222,0.248753229586012,0.73436279516914,-0.485609565583128
"Georgia","GA","Oglethorpe County",13221,5592,2439,8133,0.687569162670601,0.299889339727038,0.387679822943563,1829,4622,6650,0.275037593984962,0.695037593984962,-0.42,6258,1913,4250,0.305688718440396,0.67913071268776,-0.373441994247363
"Georgia","GA","Paulding County",13223,54517,29695,85372,0.638581736400693,0.34783067047744,0.290751065923254,18004,44646,64601,0.278695376232566,0.691103852881534,-0.412408476648968,57254,15779,40771,0.275596464875817,0.71210745100779,-0.436510986131973
"Georgia","GA","Peach County",13225,6506,5922,12553,0.518282482275153,0.471759738707879,0.0465227435672748,5083,5405,10699,0.475091130012151,0.505187400691653,-0.0300962706795028,11499,6141,5280,0.534046438820767,0.45917036264023,0.0748760761805375
"Georgia","GA","Pickens County",13227,14110,2824,17167,0.82192578784878,0.164501660161939,0.657424127686841,1977,11651,13982,0.141396080675154,0.833285652982406,-0.691889572307252,12673,1975,10547,0.155843131066046,0.832241773849917,-0.676398642783871
"Georgia","GA","Pierce County",13229,7898,1100,9047,0.872996573449762,0.121587266497181,0.751409306952581,903,6301,7297,0.123749486090174,0.86350555022612,-0.739756064135946,6845,1124,5666,0.164207450693937,0.827757487216947,-0.663550036523009
"Georgia","GA","Pike County",13231,9127,1505,10720,0.851399253731343,0.140391791044776,0.711007462686567,1239,7273,8675,0.142824207492795,0.838386167146974,-0.695561959654179,8099,1355,6660,0.167304605506853,0.822323743672058,-0.655019138165206
"Georgia","GA","Polk County",13233,13587,3657,17396,0.781041618762934,0.210220740400092,0.570820878362842,2863,11006,14158,0.202217827376748,0.777369684983755,-0.575151857607007,13580,3608,9798,0.265684830633284,0.721502209131075,-0.455817378497791
"Georgia","GA","Pulaski County",13235,2815,1230,4081,0.689781916197011,0.301396716491056,0.388385199705954,1104,2436,3598,0.306837131739855,0.67704280155642,-0.370205669816565,3681,1219,2444,0.331160010866612,0.663950013583265,-0.332790002716653
"Georgia","GA","Putnam County",13237,8291,3448,11855,0.699367355546183,0.290847743568115,0.408519611978068,2745,6516,9431,0.291061393277489,0.690912946665253,-0.399851553387764,9205,2917,6210,0.31689299293862,0.674633351439435,-0.357740358500815
"Georgia","GA","Quitman County",13239,604,497,1106,0.546112115732369,0.449367088607595,0.096745027124774,461,575,1044,0.441570881226054,0.550766283524904,-0.109195402298851,1128,612,510,0.542553191489362,0.452127659574468,0.0904255319148936
"Georgia","GA","Rabun County",13241,7474,1984,9568,0.781145484949833,0.207357859531773,0.57378762541806,1443,6287,7949,0.181532268209838,0.790917096490125,-0.609384828280287,7438,1558,5753,0.209464909922022,0.773460607690239,-0.563995697768217
"Georgia","GA","Randolph County",13243,1390,1671,3073,0.452326716563619,0.54376830458835,-0.0914415880247315,1597,1270,2895,0.551640759930915,0.438687392055268,0.112953367875648,3015,1749,1249,0.580099502487562,0.414262023217247,0.165837479270315
"Georgia","GA","Richmond County",13245,26780,59119,87009,0.307784252203795,0.67945844682734,-0.371674194623545,48707,24441,74952,0.649842565908848,0.32608869676593,0.323753869142918,78865,52461,25821,0.665200025359792,0.327407595257719,0.337792430102073
"Georgia","GA","Rockdale County",13247,13014,31237,44681,0.291264743403236,0.699111479152212,-0.407846735748976,23206,13463,37589,0.617361462129878,0.358163292452579,0.259198169677299,37879,21878,15671,0.577575965574593,0.413712083212334,0.163863882362259
"Georgia","GA","Schley County",13249,1800,462,2275,0.791208791208791,0.203076923076923,0.588131868131868,401,1472,1909,0.210057621791514,0.771084337349398,-0.561026715557884,1748,448,1286,0.25629290617849,0.735697940503433,-0.479405034324943
"Georgia","GA","Screven County",13251,3915,2661,6627,0.590765052059755,0.401539157990041,0.189225894069715,2300,3305,5699,0.403579575364099,0.579926302860151,-0.176346727496052,6093,2769,3285,0.454455933037912,0.539143279172821,-0.0846873461349089
"Georgia","GA","Seminole County",13253,2613,1256,3888,0.672067901234568,0.323045267489712,0.349022633744856,1186,2343,3577,0.331562762091138,0.655018171652223,-0.323455409561085,3765,1475,2244,0.391766268260292,0.59601593625498,-0.204249667994688
"Georgia","GA","Spalding County",13255,18104,11828,30211,0.599251928105657,0.391513025057098,0.207738903048558,9347,15636,25940,0.360331534309946,0.602775636083269,-0.242444101773323,25057,9884,14901,0.394460629764138,0.594684120205931,-0.200223490441793
"Georgia","GA","Stephens County",13257,9367,2386,11885,0.788136306268406,0.200757257046698,0.587379049221708,1835,7682,9760,0.188012295081967,0.787090163934426,-0.599077868852459,9467,2123,7207,0.224252667159607,0.761276011408049,-0.537023344248442
"Georgia","GA","Stewart County",13259,801,1182,1990,0.40251256281407,0.593969849246231,-0.191457286432161,1220,805,2053,0.594252313687287,0.392109108621529,0.202143205065757,2055,1307,740,0.636009732360097,0.360097323600973,0.275912408759124
"Georgia","GA","Sumter County",13261,5733,6314,12148,0.471929535726045,0.519756338491933,-0.0478268027658874,5520,5275,10973,0.503052948145448,0.480725416932471,0.0223275312129773,11820,6370,5372,0.538917089678511,0.454483925549915,0.0844331641285956
"Georgia","GA","Talbot County",13263,1392,2114,3522,0.395229982964225,0.60022714366837,-0.204997160704145,2001,1196,3243,0.617021276595745,0.368794326241135,0.24822695035461,3490,2264,1202,0.648710601719198,0.344412607449857,0.304297994269341
