"airport","total_time","distance","month","day_of_week","scheduled_departure","scheduled_arrival","arrival_time","departure_delay","late_night_departure","thursday","delayed"
"ORD",136,779,5,7,1936,2153,2152,-2,FALSE,FALSE,FALSE
"ORD",127,693,4,3,930,1146,1137,-3,FALSE,FALSE,FALSE
"ORD",118,740,12,3,1835,2156,2133,-8,FALSE,FALSE,FALSE
"ORD",147,802,1,6,1626,1900,1853,-1,FALSE,FALSE,FALSE
"ORD",336,1514,5,7,2010,2205,2346,45,FALSE,FALSE,TRUE
"MSP",185,852,8,1,1850,2107,2155,30,FALSE,FALSE,FALSE
"ORD",134,719,12,4,1640,1944,1954,28,FALSE,TRUE,FALSE
"MSP",128,448,7,5,700,827,908,20,FALSE,FALSE,FALSE
"ORD",254,1739,5,6,1730,1956,1944,-2,FALSE,FALSE,FALSE
"ORD",139,802,9,4,1556,1829,1815,-3,FALSE,TRUE,FALSE
"MSP",88,334,3,7,937,1115,1105,-2,FALSE,FALSE,FALSE
"ORD",271,1846,5,7,1220,1504,1451,9,FALSE,FALSE,FALSE
"ORD",143,1005,9,6,1835,2226,2158,0,FALSE,FALSE,FALSE
"LAX",310,2475,6,3,1250,2129,2100,5,FALSE,FALSE,FALSE
"MSP",158,981,5,4,1130,1314,1308,5,FALSE,TRUE,FALSE
"ORD",233,1723,7,5,1200,1421,1353,-1,FALSE,FALSE,FALSE
"ORD",99,466,4,3,1901,2040,2040,2,FALSE,FALSE,FALSE
"LAX",187,1535,9,3,810,1345,1317,-1,FALSE,FALSE,FALSE
"LAX",158,1379,11,7,1709,2220,2147,-6,FALSE,FALSE,FALSE
"LAX",164,1242,11,1,1850,2340,2334,16,FALSE,FALSE,FALSE
"ORD",91,343,7,2,1835,2057,2106,0,FALSE,FALSE,FALSE
"MSP",86,491,5,5,1944,2218,2210,-7,FALSE,FALSE,FALSE
"MSP",59,331,11,6,1957,2128,2056,-9,FALSE,FALSE,FALSE
"MSP",61,255,8,5,1126,1239,1227,-3,FALSE,FALSE,FALSE
"MSP",140,852,2,7,1350,1624,1610,-9,FALSE,FALSE,FALSE
"LAX",199,1592,8,3,1035,1610,1554,-3,FALSE,FALSE,FALSE
"MSP",92,528,11,2,1135,1417,1407,-3,FALSE,FALSE,FALSE
"ORD",39,67,9,3,2005,2055,2044,-5,FALSE,FALSE,FALSE
"LAX",249,451,8,6,1055,1215,1504,170,FALSE,FALSE,TRUE
"LAX",88,370,4,7,1622,1750,1750,-3,FALSE,FALSE,FALSE
"ORD",145,678,1,1,955,1249,1320,38,FALSE,FALSE,TRUE
"MSP",132,852,7,7,655,923,907,-11,FALSE,FALSE,FALSE
"LAX",262,1947,8,6,630,1400,1352,3,FALSE,FALSE,FALSE
"MSP",95,481,1,6,1936,2033,2011,-3,FALSE,FALSE,FALSE
"LAX",340,2454,5,5,2346,808,826,19,FALSE,FALSE,FALSE
"MSP",140,930,8,7,1345,1727,1705,-5,FALSE,FALSE,FALSE
"LAX",35,89,8,3,2006,2049,2041,-3,FALSE,FALSE,FALSE
"ORD",109,528,1,5,1840,2119,2129,22,FALSE,FALSE,FALSE
"ORD",178,409,12,7,1050,1221,1348,76,FALSE,FALSE,TRUE
"ORD",150,888,8,4,1000,1136,1130,5,FALSE,TRUE,FALSE
"ORD",58,196,6,7,1205,1317,1303,0,FALSE,FALSE,FALSE
"MSP",161,1124,5,4,1722,2114,2103,5,FALSE,TRUE,FALSE
"ORD",103,733,11,2,800,1109,1043,-6,FALSE,FALSE,FALSE
"ORD",127,160,8,7,1741,1838,1948,40,FALSE,FALSE,TRUE
"LAX",334,2486,8,1,1710,1941,1944,-6,FALSE,FALSE,FALSE
"ORD",92,409,8,2,1705,1845,1837,9,FALSE,FALSE,FALSE
"ORD",93,409,3,7,1355,1527,1528,8,FALSE,FALSE,FALSE
"LAX",106,590,5,2,1625,1912,1911,1,FALSE,FALSE,FALSE
"MSP",67,284,9,1,916,1030,1023,-4,FALSE,FALSE,FALSE
"ORD",280,1723,2,1,805,1032,1045,-2,FALSE,FALSE,FALSE
"LAX",208,1756,2,2,1005,1600,1533,1,FALSE,FALSE,FALSE
"ORD",213,1440,6,1,1241,1430,1414,4,FALSE,FALSE,FALSE
"MSP",71,448,6,4,656,828,807,-6,FALSE,TRUE,FALSE
"ORD",122,693,7,6,727,933,929,-2,FALSE,FALSE,FALSE
"LAX",320,2449,7,2,1706,1943,1926,-4,FALSE,FALSE,FALSE
"LAX",73,266,4,6,1111,1230,1224,-8,FALSE,FALSE,FALSE
"LAX",236,1947,12,3,2325,638,621,-3,FALSE,FALSE,FALSE
"ORD",63,222,11,5,646,854,849,3,FALSE,FALSE,FALSE
"ORD",195,1186,8,4,1930,2152,2145,2,FALSE,TRUE,FALSE
"ORD",259,1846,3,1,1300,1545,1519,1,FALSE,FALSE,FALSE
"LAX",295,2475,11,3,1550,2359,2345,-1,FALSE,FALSE,FALSE
"ORD",248,1440,2,1,500,751,808,1,FALSE,FALSE,FALSE
"ORD",34,67,2,6,1512,1601,1546,-3,FALSE,FALSE,FALSE
"MSP",57,297,3,3,1306,1413,1403,-2,FALSE,FALSE,FALSE
"ORD",82,235,1,5,1330,1547,1552,10,FALSE,FALSE,FALSE
"ORD",84,607,11,1,824,1106,1048,-4,FALSE,FALSE,FALSE
"ORD",266,1723,5,5,2015,2240,2241,-1,FALSE,FALSE,FALSE
"LAX",60,236,7,1,945,1045,1045,-4,FALSE,FALSE,FALSE
"MSP",86,334,1,6,1530,1701,1656,2,FALSE,FALSE,FALSE
"ORD",105,733,12,2,1840,2151,2125,-8,FALSE,FALSE,FALSE
"ORD",112,466,1,3,1208,1351,1400,11,FALSE,FALSE,FALSE
"LAX",68,337,5,2,1325,1454,1433,-8,FALSE,FALSE,FALSE
"MSP",160,852,1,2,1749,2025,2029,9,FALSE,FALSE,FALSE
"LAX",148,862,3,3,845,1200,1213,1,FALSE,FALSE,FALSE
"ORD",69,222,3,6,649,859,858,-1,FALSE,FALSE,FALSE
"ORD",91,531,9,2,700,943,931,-10,FALSE,FALSE,FALSE
"MSP",134,1050,6,5,1010,1350,1324,-3,FALSE,FALSE,FALSE
"ORD",124,802,5,6,602,835,806,-2,FALSE,FALSE,FALSE
"ORD",81,222,12,1,1352,1602,1613,11,FALSE,FALSE,FALSE
"ORD",48,174,9,4,911,1009,959,-9,FALSE,TRUE,FALSE
"ORD",130,864,1,6,830,1149,1140,-5,FALSE,FALSE,FALSE
"ORD",191,1013,1,7,1531,1727,1742,21,FALSE,FALSE,FALSE
"MSP",191,1310,12,6,1934,2346,2345,-2,FALSE,FALSE,FALSE
"ORD",66,299,12,2,723,849,829,-1,FALSE,FALSE,FALSE
"MSP",84,448,6,5,1720,1850,1844,-2,FALSE,FALSE,FALSE
"LAX",321,2611,6,6,2153,632,614,7,FALSE,FALSE,FALSE
"LAX",91,370,3,4,1750,1918,1921,-3,FALSE,TRUE,FALSE
"MSP",170,1175,9,6,1142,1245,1232,-2,FALSE,FALSE,FALSE
"LAX",232,1797,4,5,1510,2110,2102,10,FALSE,FALSE,FALSE
"LAX",325,2475,1,7,1304,2128,2129,-5,FALSE,FALSE,FALSE
"LAX",317,2218,12,3,1445,2223,2302,50,FALSE,FALSE,TRUE
"LAX",103,451,1,1,1950,2210,2233,28,FALSE,FALSE,FALSE
"ORD",207,837,2,4,2015,2244,2342,69,FALSE,TRUE,TRUE
"ORD",38,122,11,5,1210,1404,1348,0,FALSE,FALSE,FALSE
"LAX",89,370,11,1,730,1000,959,-7,FALSE,FALSE,FALSE
"ORD",209,1440,7,4,1055,1234,1224,0,FALSE,TRUE,FALSE
"ORD",64,296,7,4,1150,1416,1354,-3,FALSE,TRUE,FALSE
"ORD",87,622,4,6,1317,1610,1544,-7,FALSE,FALSE,FALSE
"MSP",230,1535,5,5,1932,2133,2122,9,FALSE,FALSE,FALSE
"ORD",181,1236,9,3,2030,2251,2231,0,FALSE,FALSE,FALSE
"ORD",283,1723,6,7,714,931,957,-4,FALSE,FALSE,FALSE
"ORD",67,359,6,1,1042,1307,1249,-5,FALSE,FALSE,FALSE
"ORD",104,416,2,5,745,919,929,-6,FALSE,FALSE,FALSE
"MSP",184,694,3,3,1340,1548,1644,35,FALSE,FALSE,TRUE
"ORD",124,177,12,3,1320,1517,1624,55,FALSE,FALSE,TRUE
"ORD",52,157,7,1,1222,1426,1414,-5,FALSE,FALSE,FALSE
"MSP",181,1276,8,5,1725,1845,1826,1,FALSE,FALSE,FALSE
"MSP",143,931,11,3,1745,2113,2108,-1,FALSE,FALSE,FALSE
"MSP",61,144,11,4,1420,1520,1521,-1,FALSE,TRUE,FALSE
"LAX",46,109,9,7,1637,1729,1723,-3,FALSE,FALSE,FALSE
"MSP",46,174,12,3,1952,2110,2038,-8,FALSE,FALSE,FALSE
"ORD",136,733,6,6,1150,1505,1506,-2,FALSE,FALSE,FALSE
"ORD",59,160,8,5,1559,1656,1658,-7,FALSE,FALSE,FALSE
"MSP",141,1008,7,3,904,1250,1225,-1,FALSE,FALSE,FALSE
"MSP",56,144,8,7,1415,1514,1511,11,FALSE,FALSE,FALSE
"ORD",265,740,5,7,2021,2336,146,114,FALSE,FALSE,TRUE
"ORD",93,522,4,1,725,912,858,-1,FALSE,FALSE,FALSE
"LAX",95,266,3,4,2026,2135,2201,5,FALSE,TRUE,FALSE
"MSP",159,1008,1,3,1402,1747,1741,1,FALSE,FALSE,FALSE
"ORD",232,528,8,2,2059,2339,151,111,FALSE,FALSE,TRUE
"ORD",41,177,11,7,649,858,830,-3,FALSE,FALSE,FALSE
"ORD",259,1846,7,3,940,1214,1159,-8,FALSE,FALSE,FALSE
"ORD",204,1041,5,3,1710,2023,2034,46,FALSE,FALSE,TRUE
"ORD",246,67,2,3,1708,1749,2114,178,FALSE,FALSE,TRUE
"MSP",91,528,4,4,1135,1414,1406,-8,FALSE,TRUE,FALSE
"ORD",168,925,3,4,1344,1643,1632,-1,FALSE,TRUE,FALSE
"MSP",163,852,4,5,1020,1255,1303,-7,FALSE,FALSE,FALSE
"ORD",241,1514,7,4,1936,2136,2137,14,FALSE,TRUE,FALSE
"ORD",146,925,2,5,956,1252,1222,1,FALSE,FALSE,FALSE
"ORD",251,1739,8,1,2003,2230,2214,-3,FALSE,FALSE,FALSE
"LAX",138,833,6,6,1755,2125,2113,-6,FALSE,FALSE,FALSE
"ORD",58,222,3,3,1335,1545,1533,0,FALSE,FALSE,FALSE
"ORD",179,334,5,7,1737,1906,2036,72,FALSE,FALSE,TRUE
"ORD",64,223,8,3,1640,1851,1844,-1,FALSE,FALSE,FALSE
"LAX",232,1797,3,5,2325,514,517,4,FALSE,FALSE,FALSE
"LAX",272,1744,1,5,900,1507,1532,11,FALSE,FALSE,FALSE
"MSP",209,1020,9,4,700,1042,1129,4,FALSE,TRUE,FALSE
"ORD",140,585,12,1,1318,1519,1538,12,FALSE,FALSE,FALSE
"LAX",136,862,5,7,1748,2106,2104,-1,FALSE,FALSE,FALSE
"MSP",229,1589,12,6,1940,2151,2129,-1,FALSE,FALSE,FALSE
"MSP",121,680,12,6,1731,1844,1832,-1,FALSE,FALSE,FALSE
"LAX",312,2475,12,7,735,1555,1547,0,FALSE,FALSE,FALSE
"LAX",247,1744,4,5,1125,1737,1732,36,FALSE,FALSE,TRUE
"MSP",87,481,6,5,1953,2044,2020,-5,FALSE,FALSE,FALSE
"ORD",110,589,8,3,2100,2352,2350,9,FALSE,FALSE,FALSE
"ORD",118,557,12,6,954,1148,1152,-4,FALSE,FALSE,FALSE
"ORD",228,1041,2,3,955,1300,1343,55,FALSE,FALSE,TRUE
"LAX",80,236,9,5,1025,1148,1145,-5,FALSE,FALSE,FALSE
"MSP",218,1426,6,2,910,1048,1048,-5,FALSE,FALSE,FALSE
"ORD",196,594,6,6,1840,2137,2256,89,FALSE,FALSE,TRUE
"LAX",240,1756,1,4,1005,1600,1605,5,FALSE,TRUE,FALSE
"ORD",100,462,6,7,2228,14,8,5,FALSE,FALSE,FALSE
"LAX",78,337,11,2,700,820,818,-4,FALSE,FALSE,FALSE
"LAX",56,236,8,1,1235,1345,1331,-2,FALSE,FALSE,FALSE
"ORD",114,678,9,3,1845,2204,2139,-6,FALSE,FALSE,FALSE
"MSP",228,1299,11,6,700,836,848,-1,FALSE,FALSE,FALSE
"ORD",173,802,1,6,915,1146,1208,30,FALSE,FALSE,FALSE
"MSP",170,980,3,2,1100,1428,1450,-1,FALSE,FALSE,FALSE
"ORD",102,678,12,7,1340,1645,1622,-10,FALSE,FALSE,FALSE
"LAX",144,834,9,7,1050,1312,1314,-5,FALSE,FALSE,FALSE
"LAX",79,451,9,1,1220,1355,1339,-2,FALSE,FALSE,FALSE
"ORD",186,760,5,7,1345,1659,1751,62,FALSE,FALSE,TRUE
"LAX",302,2288,5,3,2345,735,747,-5,FALSE,FALSE,FALSE
"ORD",118,528,7,5,1840,2123,2138,-6,FALSE,FALSE,FALSE
"ORD",49,108,1,6,957,1052,1046,-2,FALSE,FALSE,FALSE
"LAX",86,373,3,7,1020,1148,1146,-5,FALSE,FALSE,FALSE
"LAX",123,726,4,5,1745,1957,1948,-4,FALSE,FALSE,FALSE
"MSP",127,680,9,5,720,822,827,-4,FALSE,FALSE,FALSE
"LAX",69,337,4,1,1555,1705,1704,-3,FALSE,FALSE,FALSE
"LAX",248,1797,1,7,945,1537,1553,-2,FALSE,FALSE,FALSE
"LAX",45,110,1,3,1606,1701,1651,-5,FALSE,FALSE,FALSE
"ORD",108,612,1,7,1025,1308,1313,10,FALSE,FALSE,FALSE
"LAX",320,2611,11,6,1635,58,55,-4,FALSE,FALSE,FALSE
"MSP",171,1020,8,4,1000,1339,1351,1,FALSE,TRUE,FALSE
"ORD",114,552,2,4,1637,1833,1831,0,FALSE,TRUE,FALSE
"ORD",98,594,2,7,1835,2117,2113,-2,FALSE,FALSE,FALSE
"MSP",112,680,5,5,1429,1535,1521,-1,FALSE,FALSE,FALSE
"ORD",241,1744,4,7,1935,2200,2136,-7,FALSE,FALSE,FALSE
"ORD",81,334,11,5,1526,1655,1647,0,FALSE,FALSE,FALSE
"ORD",147,654,5,2,1405,1657,1732,25,FALSE,FALSE,FALSE
"ORD",44,67,9,7,908,954,952,-3,FALSE,FALSE,FALSE
"LAX",180,1235,4,2,630,1135,1130,-4,FALSE,FALSE,FALSE
"ORD",162,779,7,1,1409,1539,1551,-3,FALSE,FALSE,FALSE
"ORD",120,264,12,4,1749,2003,2049,50,FALSE,TRUE,TRUE
"LAX",357,2342,7,1,1215,2035,2112,19,FALSE,FALSE,FALSE
"ORD",304,1846,4,4,608,857,912,-2,FALSE,TRUE,FALSE
"LAX",241,337,12,1,1400,1523,1801,146,FALSE,FALSE,TRUE
"ORD",168,1012,12,6,2108,53,56,21,FALSE,FALSE,FALSE
"LAX",97,370,12,2,1010,1240,1247,19,FALSE,FALSE,FALSE
"ORD",106,584,5,1,701,853,847,-2,FALSE,FALSE,FALSE
"MSP",71,393,8,2,730,855,841,-4,FALSE,FALSE,FALSE
"ORD",84,413,9,3,1515,1752,1739,10,FALSE,FALSE,FALSE
"ORD",75,403,12,4,846,1020,1001,-6,FALSE,TRUE,FALSE
"ORD",176,1041,6,2,2050,2344,2346,-2,FALSE,FALSE,FALSE
"ORD",151,557,3,4,1530,1727,1801,45,FALSE,TRUE,TRUE
"ORD",141,693,1,5,1320,1528,1541,5,FALSE,FALSE,FALSE
"ORD",94,622,4,7,815,1107,1049,-5,FALSE,FALSE,FALSE
"ORD",90,462,8,3,1220,1359,1350,-6,FALSE,FALSE,FALSE
"MSP",191,1416,2,5,1925,2355,2336,1,FALSE,FALSE,FALSE
"ORD",114,67,8,4,644,731,838,59,FALSE,TRUE,TRUE
"ORD",152,678,2,3,1555,1853,1927,51,FALSE,FALSE,TRUE
"LAX",224,1814,11,2,2240,535,524,-6,FALSE,FALSE,FALSE
"ORD",178,1250,4,6,1610,1835,1808,-12,FALSE,FALSE,FALSE
"ORD",82,475,7,5,1736,2015,1958,-6,FALSE,FALSE,FALSE
"LAX",58,109,4,6,1705,1751,1803,-1,FALSE,FALSE,FALSE
"ORD",155,802,9,5,1425,1703,1700,-1,FALSE,FALSE,FALSE
"ORD",69,240,4,4,1550,1803,1759,2,FALSE,TRUE,FALSE
"LAX",293,2239,8,6,2213,603,606,10,FALSE,FALSE,FALSE
"LAX",106,373,9,7,1205,1336,1351,18,FALSE,FALSE,FALSE
"ORD",86,416,4,2,723,900,849,6,FALSE,FALSE,FALSE
"MSP",293,1399,1,4,1740,1933,2033,68,FALSE,TRUE,TRUE
"LAX",511,2402,2,5,835,1639,2006,236,FALSE,FALSE,TRUE
"ORD",337,1744,2,7,905,1140,1242,55,FALSE,FALSE,TRUE
"LAX",227,1744,6,2,1505,2121,2052,-8,FALSE,FALSE,FALSE
"MSP",93,503,2,3,1940,2220,2213,7,FALSE,FALSE,FALSE
"ORD",165,678,4,5,600,859,945,11,TRUE,FALSE,FALSE
"MSP",62,282,3,1,1525,1637,1627,-3,FALSE,FALSE,FALSE
"ORD",122,612,7,3,1600,1859,1902,-3,FALSE,FALSE,FALSE
"LAX",86,370,11,5,1920,2143,2146,8,FALSE,FALSE,FALSE
"MSP",185,1142,3,1,1130,1334,1335,-1,FALSE,FALSE,FALSE
"ORD",207,1440,7,5,510,643,637,-2,FALSE,FALSE,FALSE
"LAX",85,337,12,5,1902,2029,2027,-4,FALSE,FALSE,FALSE
"MSP",139,852,3,7,1350,1624,1609,-8,FALSE,FALSE,FALSE
"LAX",388,1744,6,6,822,1423,1650,136,FALSE,FALSE,TRUE
"ORD",87,578,9,4,645,934,912,-10,FALSE,TRUE,FALSE
"ORD",120,589,4,4,1325,1625,1625,7,FALSE,TRUE,FALSE
"ORD",80,413,11,5,714,946,934,-1,FALSE,FALSE,FALSE
"LAX",145,337,11,6,2010,2125,2235,-3,FALSE,FALSE,FALSE
"MSP",127,349,1,5,1805,1945,2012,47,FALSE,FALSE,TRUE
"ORD",224,1671,8,7,1059,1311,1243,-6,FALSE,FALSE,FALSE
"MSP",97,528,4,1,1030,1310,1307,-2,FALSE,FALSE,FALSE
"ORD",75,316,12,6,1710,1930,1925,-2,FALSE,FALSE,FALSE
"ORD",63,174,6,5,2100,2159,2203,-1,FALSE,FALSE,FALSE
"MSP",71,349,1,5,1350,1520,1501,-1,FALSE,FALSE,FALSE
"MSP",148,852,12,3,1514,1804,1742,-6,FALSE,FALSE,FALSE
"ORD",124,678,7,1,1334,1645,1638,-6,FALSE,FALSE,FALSE
"ORD",375,2846,6,4,2355,334,310,-8,FALSE,TRUE,FALSE
"ORD",255,1726,2,5,1730,1958,1945,15,FALSE,FALSE,FALSE
"ORD",263,1721,8,4,907,1135,1130,-4,FALSE,TRUE,FALSE
"ORD",185,1005,6,3,1220,1612,1625,26,FALSE,FALSE,FALSE
"LAX",312,2454,2,5,1544,2353,2356,30,FALSE,FALSE,FALSE
"LAX",325,2475,9,1,2320,757,745,-5,FALSE,FALSE,FALSE
"MSP",181,1306,4,3,1315,1714,1716,-3,FALSE,FALSE,FALSE
"ORD",130,723,9,5,755,1056,1105,-6,FALSE,FALSE,FALSE
"LAX",72,337,7,3,850,1010,1002,-4,FALSE,FALSE,FALSE
"ORD",248,1197,4,5,1703,2127,2211,77,FALSE,FALSE,TRUE
"LAX",156,954,6,6,705,950,941,0,FALSE,FALSE,FALSE
"ORD",111,678,8,6,2205,112,56,-2,FALSE,FALSE,FALSE
"ORD",76,315,8,5,1418,1538,1534,5,FALSE,FALSE,FALSE
"LAX",307,2454,5,5,2330,750,737,3,FALSE,FALSE,FALSE
"ORD",92,588,3,3,1205,1404,1337,-5,FALSE,FALSE,FALSE
"MSP",77,331,9,4,1948,2111,2105,-2,FALSE,TRUE,FALSE
"ORD",104,594,11,7,820,1104,1104,-1,FALSE,FALSE,FALSE
"ORD",83,409,4,3,1445,1619,1608,0,FALSE,FALSE,FALSE
"LAX",147,902,12,5,820,1208,1147,-7,FALSE,FALSE,FALSE
"ORD",124,717,7,4,633,946,937,-5,FALSE,TRUE,FALSE
"ORD",329,1744,6,2,2120,2345,49,68,FALSE,FALSE,TRUE
"ORD",72,475,6,5,1113,1351,1325,-9,FALSE,FALSE,FALSE
"ORD",172,599,1,7,1805,2100,2157,58,FALSE,FALSE,TRUE
"LAX",323,2454,12,2,2255,657,718,21,FALSE,FALSE,FALSE
"ORD",154,622,8,3,2055,2353,29,39,FALSE,FALSE,TRUE
"ORD",163,258,5,7,2000,2114,2243,78,FALSE,FALSE,TRUE
"ORD",234,1514,5,3,649,848,843,-6,FALSE,FALSE,FALSE
"ORD",107,234,4,5,1335,1448,1522,48,FALSE,FALSE,TRUE
"ORD",118,646,3,5,2110,2355,8,22,FALSE,FALSE,FALSE
"MSP",83,349,9,6,625,800,748,-5,FALSE,FALSE,FALSE
"LAX",129,834,9,5,1945,2202,2154,-5,FALSE,FALSE,FALSE
"ORD",112,567,9,2,819,1120,1111,-3,FALSE,FALSE,FALSE
"MSP",186,1299,2,5,1455,1618,1601,-4,FALSE,FALSE,FALSE
"LAX",90,370,3,4,1205,1425,1435,15,FALSE,TRUE,FALSE
"ORD",355,1514,3,7,1540,1739,1935,64,FALSE,FALSE,TRUE
"LAX",335,2486,8,4,1710,1941,1945,-6,FALSE,TRUE,FALSE
"LAX",304,2454,5,5,2120,538,524,17,FALSE,FALSE,FALSE
"MSP",55,199,9,6,1115,1220,1210,-3,FALSE,FALSE,FALSE
"MSP",114,545,4,4,905,1101,1059,-2,FALSE,TRUE,FALSE
"ORD",64,265,4,3,1710,1938,1914,-10,FALSE,FALSE,FALSE
"MSP",139,907,3,2,1000,1328,1319,6,FALSE,FALSE,FALSE
"ORD",93,334,12,2,1700,1829,1833,-1,FALSE,FALSE,FALSE
"ORD",123,557,6,6,1540,1740,1743,4,FALSE,FALSE,FALSE
"ORD",104,723,7,4,805,1109,1049,-9,FALSE,TRUE,FALSE
"ORD",71,235,12,2,1713,1935,1924,-4,FALSE,FALSE,FALSE
"ORD",73,398,12,1,2105,2326,2318,-5,FALSE,FALSE,FALSE
"ORD",45,135,12,4,1145,1238,1230,-1,FALSE,TRUE,FALSE
"MSP",73,334,7,6,608,735,721,-8,FALSE,FALSE,FALSE
"LAX",224,1242,1,3,1920,5,104,62,FALSE,FALSE,TRUE
"ORD",121,642,3,3,1730,2025,2031,0,FALSE,FALSE,FALSE
"MSP",151,1124,4,6,1515,1856,1846,-4,FALSE,FALSE,FALSE
"ORD",139,867,2,3,1353,1704,1712,16,FALSE,FALSE,FALSE
"ORD",83,84,2,2,1315,1503,1538,11,FALSE,FALSE,FALSE
"LAX",551,2288,7,4,2130,534,941,278,FALSE,TRUE,TRUE
"ORD",113,552,3,4,855,1051,1048,-8,FALSE,TRUE,FALSE
"LAX",58,236,1,5,1205,1305,1303,3,FALSE,FALSE,FALSE
"MSP",116,596,9,1,1301,1557,1557,1,FALSE,FALSE,FALSE
"MSP",97,334,8,2,1125,1253,1302,-4,FALSE,FALSE,FALSE
"ORD",209,1514,8,5,905,1105,1034,-3,FALSE,FALSE,FALSE
"ORD",119,733,6,3,1510,1826,1809,-2,FALSE,FALSE,FALSE
"MSP",152,930,12,2,505,845,837,-3,FALSE,FALSE,FALSE
"ORD",223,733,9,5,1551,1900,2034,78,FALSE,FALSE,TRUE
"LAX",137,834,11,1,1940,2209,2157,-5,FALSE,FALSE,FALSE
