"airport","total_time","distance","month","day_of_week","scheduled_departure","scheduled_arrival","arrival_time","departure_delay","late_night_departure","thursday","delayed"
"ORD",248,268,7,1,905,1021,1313,179,FALSE,FALSE,TRUE
"MSP",68,334,4,1,515,641,623,-4,FALSE,FALSE,FALSE
"ORD",249,2072,5,6,851,1427,1400,-6,FALSE,FALSE,FALSE
"ORD",93,536,9,5,1350,1636,1623,-5,FALSE,FALSE,FALSE
"ORD",132,531,5,6,1405,1651,1717,10,FALSE,FALSE,FALSE
"LAX",63,337,1,4,1947,2112,2050,-12,FALSE,TRUE,FALSE
"LAX",160,954,5,7,1750,2030,2030,-3,FALSE,FALSE,FALSE
"MSP",363,1034,4,2,1925,2219,128,211,FALSE,FALSE,TRUE
"LAX",180,1379,4,6,600,1118,1100,-6,TRUE,FALSE,FALSE
"LAX",304,2475,1,4,1525,2347,2329,-6,FALSE,TRUE,FALSE
"ORD",112,693,4,7,1035,1245,1227,-5,FALSE,FALSE,FALSE
"ORD",287,1005,6,3,1405,1750,1952,113,FALSE,FALSE,TRUE
"LAX",328,236,3,7,1530,1634,2058,240,FALSE,FALSE,TRUE
"LAX",73,308,8,1,1305,1423,1418,1,FALSE,FALSE,FALSE
"ORD",83,235,5,1,855,1121,1118,1,FALSE,FALSE,FALSE
"ORD",153,473,7,4,737,1006,1110,67,FALSE,TRUE,TRUE
"MSP",104,680,8,5,1345,1450,1429,-5,FALSE,FALSE,FALSE
"ORD",131,867,2,5,1615,1937,1926,1,FALSE,FALSE,FALSE
"LAX",144,945,1,5,1850,2129,2114,4,FALSE,FALSE,FALSE
"LAX",143,337,12,2,1925,2045,2148,55,FALSE,FALSE,TRUE
"LAX",319,2475,1,7,2130,543,549,15,FALSE,FALSE,FALSE
"ORD",129,867,8,1,704,1028,1013,-3,FALSE,FALSE,FALSE
"ORD",406,2846,9,3,1620,2010,2006,10,FALSE,FALSE,FALSE
"LAX",153,834,9,6,1305,1528,1538,7,FALSE,FALSE,FALSE
"MSP",151,852,12,4,1353,1628,1624,4,FALSE,TRUE,FALSE
"MSP",89,334,1,5,610,740,739,-1,FALSE,FALSE,FALSE
"ORD",119,552,3,1,810,1006,1009,0,FALSE,FALSE,FALSE
"LAX",78,337,5,5,1812,1935,1930,-3,FALSE,FALSE,FALSE
"ORD",128,802,9,5,645,912,853,-8,FALSE,FALSE,FALSE
"ORD",58,173,8,1,1735,1834,1833,-6,FALSE,FALSE,FALSE
"ORD",117,577,11,1,1758,2043,2055,0,FALSE,FALSE,FALSE
"ORD",172,867,5,5,630,951,1022,32,FALSE,FALSE,TRUE
"LAX",310,2125,7,3,1310,2109,2120,-7,FALSE,FALSE,FALSE
"MSP",63,282,3,2,1525,1637,1628,-5,FALSE,FALSE,FALSE
"LAX",131,862,12,3,1810,2126,2121,9,FALSE,FALSE,FALSE
"LAX",406,2556,6,5,950,1238,1336,38,FALSE,FALSE,TRUE
"ORD",140,612,6,3,603,859,923,27,FALSE,FALSE,FALSE
"LAX",275,2288,12,4,1210,1959,1945,-5,FALSE,TRUE,FALSE
"ORD",59,212,5,2,2015,2125,2114,12,FALSE,FALSE,FALSE
"LAX",56,236,3,7,1730,1835,1826,-8,FALSE,FALSE,FALSE
"ORD",81,272,4,5,1210,1333,1331,15,FALSE,FALSE,FALSE
"MSP",117,695,1,5,1735,1953,1932,-1,FALSE,FALSE,FALSE
"LAX",80,236,2,2,1346,1500,1506,-2,FALSE,FALSE,FALSE
"MSP",181,1276,8,7,1010,1125,1111,-7,FALSE,FALSE,FALSE
"ORD",101,416,6,2,704,840,845,22,FALSE,FALSE,FALSE
"LAX",287,2343,5,4,2200,550,547,9,TRUE,TRUE,FALSE
"ORD",127,719,5,3,1730,2047,2037,12,FALSE,FALSE,FALSE
"ORD",257,1721,8,3,1211,1443,1428,-2,FALSE,FALSE,FALSE
"LAX",69,337,3,4,1720,1835,1829,0,FALSE,TRUE,FALSE
"ORD",270,1846,12,4,759,1054,1029,-5,FALSE,TRUE,FALSE
"LAX",322,2475,9,7,1515,2359,2337,1,FALSE,FALSE,FALSE
"LAX",328,2475,8,1,1515,2359,2343,8,FALSE,FALSE,FALSE
"ORD",101,416,3,7,1930,2107,2111,-1,FALSE,FALSE,FALSE
"ORD",125,642,12,7,1756,2059,2101,22,FALSE,FALSE,FALSE
"LAX",85,337,4,2,2155,2315,2320,-6,FALSE,FALSE,FALSE
"LAX",51,308,1,1,705,815,756,-4,FALSE,FALSE,FALSE
"ORD",106,733,4,6,1500,1814,1746,-3,FALSE,FALSE,FALSE
"ORD",248,1744,2,6,1915,2150,2123,-3,FALSE,FALSE,FALSE
"ORD",155,802,1,3,1244,1520,1519,6,FALSE,FALSE,FALSE
"ORD",145,334,9,7,1705,1831,1930,29,FALSE,FALSE,FALSE
"LAX",50,89,11,1,1011,1103,1101,-6,FALSE,FALSE,FALSE
"MSP",79,220,6,3,905,1010,1024,-4,FALSE,FALSE,FALSE
"LAX",170,1235,5,5,759,1301,1249,-1,FALSE,FALSE,FALSE
"ORD",275,1440,6,5,1532,1721,1807,59,FALSE,FALSE,TRUE
"MSP",69,284,9,7,916,1030,1025,-3,FALSE,FALSE,FALSE
"ORD",37,84,5,3,2113,2301,2250,-4,FALSE,FALSE,FALSE
"LAX",150,954,5,1,830,1118,1100,-3,FALSE,FALSE,FALSE
"ORD",184,1013,3,2,1240,1436,1444,-1,FALSE,FALSE,FALSE
"ORD",179,1182,2,6,1320,1731,1719,-2,FALSE,FALSE,FALSE
"ORD",52,160,7,4,1225,1324,1317,-8,FALSE,TRUE,FALSE
"LAX",311,2454,1,7,600,1417,1411,14,TRUE,FALSE,FALSE
"ORD",218,475,2,3,950,1222,1428,50,FALSE,FALSE,TRUE
"ORD",215,359,6,2,2100,2328,135,135,FALSE,FALSE,TRUE
"LAX",67,209,3,6,1347,1503,1454,-2,FALSE,FALSE,FALSE
"ORD",223,1514,2,4,1845,2041,2028,-2,FALSE,TRUE,FALSE
"MSP",155,1020,8,6,1302,1642,1637,-2,FALSE,FALSE,FALSE
"LAX",349,1592,6,6,1525,2100,2314,149,FALSE,FALSE,TRUE
"LAX",61,308,1,1,2125,2230,2226,-2,FALSE,FALSE,FALSE
"MSP",114,622,4,1,1535,1827,1829,-2,FALSE,FALSE,FALSE
"MSP",147,908,3,7,1945,2309,2312,-3,FALSE,FALSE,FALSE
"ORD",237,522,4,4,725,912,1122,17,FALSE,TRUE,FALSE
"ORD",55,139,12,3,2015,2112,2110,-2,FALSE,FALSE,FALSE
"ORD",202,409,2,1,1030,1159,1352,55,FALSE,FALSE,TRUE
"ORD",283,1250,6,3,1831,2101,2214,66,FALSE,FALSE,TRUE
"ORD",222,1437,6,4,1220,1514,1502,2,FALSE,TRUE,FALSE
"ORD",247,1723,3,5,1627,1857,1834,3,FALSE,FALSE,FALSE
"LAX",50,209,2,6,1000,1056,1050,-11,FALSE,FALSE,FALSE
"ORD",26,67,3,4,1108,1155,1134,-8,FALSE,TRUE,FALSE
"ORD",131,738,9,5,1346,1659,1657,1,FALSE,FALSE,FALSE
"LAX",295,2475,1,2,1600,16,2355,-5,FALSE,FALSE,FALSE
"MSP",126,931,8,4,1300,1623,1606,-3,FALSE,TRUE,FALSE
"LAX",263,1995,5,7,1145,1904,1908,-9,FALSE,FALSE,FALSE
"LAX",71,451,1,2,800,1015,1011,4,FALSE,FALSE,FALSE
"LAX",75,236,5,3,1815,1910,1930,21,FALSE,FALSE,FALSE
"MSP",119,334,9,4,1737,1910,1936,18,FALSE,TRUE,FALSE
"LAX",69,373,12,6,1515,1635,1624,0,FALSE,FALSE,FALSE
"ORD",119,693,4,3,1350,1603,1549,-3,FALSE,FALSE,FALSE
"LAX",163,373,9,1,2120,2253,3,80,FALSE,FALSE,TRUE
"LAX",148,337,5,5,850,1010,1118,76,FALSE,FALSE,TRUE
"ORD",43,174,4,4,2125,2224,2208,-5,FALSE,TRUE,FALSE
"LAX",231,1592,1,5,605,1141,1156,-12,FALSE,FALSE,FALSE
"LAX",125,590,3,3,1740,2032,2045,19,FALSE,FALSE,FALSE
"ORD",110,622,7,3,2120,12,10,0,FALSE,FALSE,FALSE
"ORD",117,557,7,5,1546,1746,1743,-4,FALSE,FALSE,FALSE
"LAX",45,109,2,7,1805,1859,1850,-3,FALSE,FALSE,FALSE
"MSP",99,615,3,5,1415,1614,1554,-4,FALSE,FALSE,FALSE
"ORD",119,763,11,7,1751,2101,2050,-1,FALSE,FALSE,FALSE
"MSP",159,1029,6,4,1345,1735,1724,8,FALSE,TRUE,FALSE
"ORD",402,1744,1,1,1700,1934,2142,131,FALSE,FALSE,TRUE
"MSP",47,76,3,1,1315,1401,1402,9,FALSE,FALSE,FALSE
"LAX",233,1242,11,7,803,1305,1356,40,FALSE,FALSE,TRUE
"ORD",73,296,9,4,1556,1816,1809,-2,FALSE,TRUE,FALSE
"MSP",209,1306,9,6,905,1312,1334,7,FALSE,FALSE,FALSE
"LAX",80,370,3,3,2130,1,2350,0,FALSE,FALSE,FALSE
"LAX",71,236,6,6,1810,1920,1921,-1,FALSE,FALSE,FALSE
"ORD",166,1182,11,5,2006,13,2352,6,FALSE,FALSE,FALSE
"LAX",57,109,1,3,1230,1325,1327,-6,FALSE,FALSE,FALSE
"ORD",108,612,8,3,1200,1459,1448,-2,FALSE,FALSE,FALSE
"ORD",134,740,5,5,951,1305,1305,24,FALSE,FALSE,FALSE
"ORD",51,139,2,6,1200,1255,1251,-3,FALSE,FALSE,FALSE
"ORD",62,265,8,1,926,1142,1128,2,FALSE,FALSE,FALSE
"LAX",293,2475,1,5,2100,507,453,-2,FALSE,FALSE,FALSE
"LAX",354,2556,4,1,1000,1240,1254,-8,FALSE,FALSE,FALSE
"ORD",53,160,2,2,2020,2119,2113,-3,FALSE,FALSE,FALSE
"ORD",258,1726,9,3,1716,1942,1934,2,FALSE,FALSE,FALSE
"ORD",86,409,5,3,2020,2156,2146,1,FALSE,FALSE,FALSE
"LAX",137,862,4,4,1540,1859,1857,10,FALSE,TRUE,FALSE
"MSP",112,695,8,1,1136,1339,1328,0,FALSE,FALSE,FALSE
"ORD",125,268,1,2,1525,1636,1730,58,FALSE,FALSE,TRUE
"ORD",136,557,5,7,1225,1422,1441,18,FALSE,FALSE,FALSE
"ORD",103,522,7,2,1553,1740,1736,-3,FALSE,FALSE,FALSE
"MSP",135,908,5,4,859,1225,1214,-3,FALSE,TRUE,FALSE
"MSP",99,334,4,7,1130,1256,1309,13,FALSE,FALSE,FALSE
"ORD",47,222,4,3,1730,1940,1917,-8,FALSE,FALSE,FALSE
"ORD",70,196,8,5,1205,1316,1315,14,FALSE,FALSE,FALSE
"MSP",194,1034,8,2,1130,1425,1444,49,FALSE,FALSE,TRUE
"ORD",109,139,8,7,1740,1831,1929,59,FALSE,FALSE,TRUE
"MSP",109,680,9,3,1045,1150,1134,-3,FALSE,FALSE,FALSE
"LAX",193,1390,6,3,555,1115,1108,0,FALSE,FALSE,FALSE
"LAX",57,236,8,2,720,830,817,-6,FALSE,FALSE,FALSE
"ORD",48,147,12,7,1012,1108,1100,-1,FALSE,FALSE,FALSE
"MSP",188,991,1,5,1721,1919,1929,-2,FALSE,FALSE,FALSE
"LAX",258,1744,7,4,755,1401,1413,-5,FALSE,TRUE,FALSE
"MSP",130,695,12,4,1734,1950,1944,-6,FALSE,TRUE,FALSE
"ORD",171,1005,2,4,600,942,951,-3,TRUE,TRUE,FALSE
"ORD",79,416,12,1,1005,1134,1124,0,FALSE,FALSE,FALSE
"ORD",256,1744,6,4,625,845,841,-5,FALSE,TRUE,FALSE
"ORD",162,1005,3,7,1006,1341,1348,7,FALSE,FALSE,FALSE
"ORD",101,588,12,2,1800,2055,2041,1,FALSE,FALSE,FALSE
"LAX",55,236,8,2,2045,2150,2140,-7,FALSE,FALSE,FALSE
"MSP",47,174,4,4,1950,2047,2037,-8,FALSE,TRUE,FALSE
"LAX",163,1235,12,1,1925,20,8,-15,FALSE,FALSE,FALSE
"ORD",186,1120,5,7,1513,1902,1919,25,FALSE,FALSE,FALSE
"LAX",148,862,5,5,550,915,918,2,FALSE,FALSE,FALSE
"MSP",56,282,2,4,1742,1902,1838,-5,FALSE,TRUE,FALSE
"ORD",79,334,9,3,2057,2224,2216,2,FALSE,FALSE,FALSE
"ORD",104,733,3,1,1955,2255,2239,-2,FALSE,FALSE,FALSE
"ORD",78,475,4,3,1520,1803,1738,-3,FALSE,FALSE,FALSE
"MSP",110,489,11,3,1441,1525,1531,-1,FALSE,FALSE,FALSE
"MSP",42,174,7,2,1952,2054,2034,-4,FALSE,FALSE,FALSE
"ORD",56,157,7,1,700,900,856,2,FALSE,FALSE,FALSE
"ORD",156,578,6,4,1802,2055,2138,37,FALSE,TRUE,TRUE
"ORD",193,925,5,7,1900,2142,2213,26,FALSE,FALSE,FALSE
"LAX",65,370,12,7,2110,2325,2315,0,FALSE,FALSE,FALSE
"MSP",195,1050,12,2,1935,2312,2350,30,FALSE,FALSE,FALSE
"LAX",62,236,4,7,800,905,902,-3,FALSE,FALSE,FALSE
"MSP",174,1306,4,7,1539,1941,1933,-13,FALSE,FALSE,FALSE
"LAX",246,1995,11,1,935,1702,1641,-5,FALSE,FALSE,FALSE
"ORD",70,177,2,6,806,1013,1016,2,FALSE,FALSE,FALSE
"MSP",103,574,11,1,1012,1258,1255,-2,FALSE,FALSE,FALSE
"MSP",58,297,1,1,1316,1430,1414,-4,FALSE,FALSE,FALSE
"LAX",180,1379,11,5,1917,28,17,3,FALSE,FALSE,FALSE
"MSP",174,991,11,1,1725,1920,1919,-2,FALSE,FALSE,FALSE
"ORD",86,137,7,2,841,1040,1107,36,FALSE,FALSE,TRUE
"LAX",113,674,11,4,1628,1933,1921,-7,FALSE,TRUE,FALSE
"MSP",138,980,2,1,1359,1733,1717,-3,FALSE,FALSE,FALSE
"LAX",80,451,5,5,2018,2144,2138,-1,FALSE,FALSE,FALSE
"LAX",224,1750,9,6,915,1510,1459,4,FALSE,FALSE,FALSE
"LAX",59,308,9,6,955,1100,1054,-1,FALSE,FALSE,FALSE
"LAX",185,1379,7,3,2009,134,114,0,FALSE,FALSE,FALSE
"LAX",315,2486,1,1,825,1221,1140,-3,FALSE,FALSE,FALSE
"MSP",106,546,7,7,1433,1626,1619,-5,FALSE,FALSE,FALSE
"LAX",125,834,8,6,1030,1247,1235,-1,FALSE,FALSE,FALSE
"ORD",197,678,6,5,1726,2042,2143,75,FALSE,FALSE,TRUE
"ORD",144,802,3,7,1745,2024,2009,-3,FALSE,FALSE,FALSE
"MSP",82,334,4,7,625,757,747,-1,FALSE,FALSE,FALSE
"LAX",43,109,2,5,1555,1640,1638,-5,FALSE,FALSE,FALSE
"ORD",233,403,8,2,1555,1731,1948,122,FALSE,FALSE,TRUE
"LAX",317,2475,5,1,825,1658,1642,-10,FALSE,FALSE,FALSE
"ORD",77,258,9,2,1101,1211,1218,8,FALSE,FALSE,FALSE
"LAX",71,373,11,5,2220,2349,2331,-6,FALSE,FALSE,FALSE
"LAX",292,2342,4,6,2200,551,552,0,TRUE,FALSE,FALSE
"ORD",283,1744,11,1,1607,1843,1850,-2,FALSE,FALSE,FALSE
"LAX",288,2475,1,5,650,1509,1438,-4,FALSE,FALSE,FALSE
"ORD",55,130,11,7,1411,1508,1506,-8,FALSE,FALSE,FALSE
"ORD",265,1197,2,3,1910,2313,35,90,FALSE,FALSE,TRUE
"ORD",55,108,12,1,1640,1737,1735,-1,FALSE,FALSE,FALSE
"LAX",326,2475,8,3,1115,2008,1941,12,FALSE,FALSE,FALSE
"ORD",124,783,12,4,1110,1416,1414,-5,FALSE,TRUE,FALSE
"MSP",102,334,1,3,1201,1329,1343,25,FALSE,FALSE,FALSE
"ORD",140,599,2,7,1625,1914,1945,-6,FALSE,FALSE,FALSE
"ORD",168,1182,1,7,545,942,933,-6,FALSE,FALSE,FALSE
"LAX",127,834,4,1,1740,2000,1947,-3,FALSE,FALSE,FALSE
"ORD",181,1236,2,4,1015,1228,1216,0,FALSE,TRUE,FALSE
"LAX",300,2454,1,7,1300,2100,2100,5,FALSE,FALSE,FALSE
"ORD",101,409,12,4,1608,1740,1749,-4,FALSE,TRUE,FALSE
"ORD",81,224,6,4,1210,1426,1431,15,FALSE,TRUE,FALSE
"LAX",156,954,5,4,1520,1813,1756,-1,FALSE,TRUE,FALSE
"ORD",50,67,5,2,1732,1823,1822,-2,FALSE,FALSE,FALSE
"LAX",329,2504,6,4,1700,1941,1929,-9,FALSE,TRUE,FALSE
"LAX",125,236,6,6,1700,1805,1905,67,FALSE,FALSE,TRUE
"MSP",99,489,7,7,1936,2018,2015,2,FALSE,FALSE,FALSE
"LAX",284,2311,12,3,1310,2059,2054,0,FALSE,FALSE,FALSE
"LAX",172,1211,5,7,814,1313,1306,2,FALSE,FALSE,FALSE
"ORD",81,264,11,3,1228,1458,1449,4,FALSE,FALSE,FALSE
"ORD",107,733,3,6,1308,1619,1555,-2,FALSE,FALSE,FALSE
"ORD",37,223,6,3,2130,2340,2307,-13,FALSE,FALSE,FALSE
"ORD",191,1440,7,3,1055,1234,1206,-5,FALSE,FALSE,FALSE
"ORD",124,585,12,2,1318,1519,1522,14,FALSE,FALSE,FALSE
"MSP",76,393,7,4,1625,1745,1741,-2,FALSE,TRUE,FALSE
"LAX",62,236,4,7,920,1031,1022,-4,FALSE,FALSE,FALSE
"LAX",204,1535,11,2,945,1524,1509,-5,FALSE,FALSE,FALSE
"LAX",256,1744,5,6,650,1258,1306,-2,FALSE,FALSE,FALSE
"MSP",52,223,8,1,1532,1635,1624,-3,FALSE,FALSE,FALSE
"ORD",67,296,4,2,2140,2357,2347,-3,FALSE,FALSE,FALSE
"MSP",86,297,6,3,1318,1425,1444,7,FALSE,FALSE,FALSE
"ORD",100,599,12,4,1830,2134,2110,-5,FALSE,TRUE,FALSE
"LAX",245,1744,4,1,936,1548,1541,-4,FALSE,FALSE,FALSE
"ORD",274,1721,11,7,1220,1457,1454,8,FALSE,FALSE,FALSE
"ORD",259,1726,9,5,2005,2223,2224,-3,FALSE,FALSE,FALSE
"LAX",82,391,2,2,1704,1828,1826,-15,FALSE,FALSE,FALSE
"LAX",294,2475,8,1,2110,527,504,-4,FALSE,FALSE,FALSE
"ORD",180,733,2,2,830,1130,1230,62,FALSE,FALSE,TRUE
"MSP",134,936,1,3,1932,2303,2246,-5,FALSE,FALSE,FALSE
"LAX",65,236,3,4,1800,1900,1905,8,FALSE,TRUE,FALSE
"ORD",117,606,4,1,832,1130,1129,-5,FALSE,FALSE,FALSE
"ORD",120,403,12,2,1654,1830,1854,30,FALSE,FALSE,FALSE
"MSP",184,1124,8,3,1721,2107,2125,29,FALSE,FALSE,FALSE
"ORD",320,334,6,1,1910,2044,30,232,FALSE,FALSE,TRUE
"MSP",133,907,5,4,1910,2241,2223,-5,FALSE,TRUE,FALSE
"LAX",329,2486,6,4,800,1026,1029,6,FALSE,TRUE,FALSE
"LAX",322,2475,7,7,2305,732,727,4,FALSE,FALSE,FALSE
"LAX",322,2504,12,5,1800,2156,2122,-7,FALSE,FALSE,FALSE
"ORD",64,409,6,1,1705,1845,1809,-7,FALSE,FALSE,FALSE
"LAX",134,862,12,4,1425,1740,1739,14,FALSE,TRUE,FALSE
"MSP",66,236,8,4,955,1101,1101,-4,FALSE,TRUE,FALSE
"ORD",121,403,5,3,1609,1747,1810,34,FALSE,FALSE,TRUE
"LAX",394,2311,6,6,1310,2118,2244,87,FALSE,FALSE,TRUE
"ORD",34,84,11,2,2050,2238,2224,-2,FALSE,FALSE,FALSE
"ORD",323,1726,11,3,1715,1945,2038,39,FALSE,FALSE,TRUE
"ORD",150,888,5,4,732,907,902,-5,FALSE,TRUE,FALSE
"MSP",184,980,7,2,1355,1731,1759,40,FALSE,FALSE,TRUE
"ORD",94,599,2,3,1316,1611,1550,-4,FALSE,FALSE,FALSE
"LAX",307,1744,9,5,1759,2355,106,61,FALSE,FALSE,TRUE
"MSP",204,1487,3,3,115,541,539,-11,FALSE,FALSE,FALSE
"LAX",291,2402,11,2,1355,2203,2146,4,FALSE,FALSE,FALSE
"MSP",152,930,11,2,1730,2103,2102,-1,FALSE,FALSE,FALSE
"LAX",173,954,1,1,730,1010,1023,11,FALSE,FALSE,FALSE
"ORD",63,157,4,7,1420,1622,1623,-4,FALSE,FALSE,FALSE
"MSP",95,76,3,4,1315,1401,1450,55,FALSE,TRUE,TRUE
"LAX",112,236,5,7,1240,1345,1432,45,FALSE,FALSE,TRUE
"MSP",96,489,3,4,1125,1213,1201,-4,FALSE,TRUE,FALSE
"ORD",177,1144,12,6,708,1110,1105,0,FALSE,FALSE,FALSE
"LAX",169,1235,2,1,1700,2156,2149,-4,FALSE,FALSE,FALSE
"LAX",80,373,6,7,800,927,920,-5,FALSE,FALSE,FALSE
"MSP",154,1008,2,1,1721,2102,2055,-3,FALSE,FALSE,FALSE
"MSP",162,1175,6,1,2153,2300,2235,-5,FALSE,FALSE,FALSE
"LAX",86,236,2,4,1220,1333,1346,14,FALSE,TRUE,FALSE
"LAX",145,945,12,2,1845,2130,2110,-3,FALSE,FALSE,FALSE
"MSP",77,393,11,7,1005,1137,1122,-5,FALSE,FALSE,FALSE
"MSP",153,680,7,1,915,1020,1048,35,FALSE,FALSE,TRUE
"ORD",51,67,9,7,1918,2007,2009,0,FALSE,FALSE,FALSE
"LAX",264,1947,3,1,910,1630,1634,22,FALSE,FALSE,FALSE
"LAX",173,1235,8,4,1805,2315,2258,-4,FALSE,TRUE,FALSE
"MSP",462,2466,8,3,1745,2024,2227,113,FALSE,FALSE,TRUE
"MSP",143,1008,9,1,1738,2123,2101,-6,FALSE,FALSE,FALSE
"LAX",207,1670,11,2,915,1456,1442,-7,FALSE,FALSE,FALSE
"LAX",174,1203,2,2,1715,2202,2209,-5,FALSE,FALSE,FALSE
"MSP",224,1535,8,2,1937,2140,2121,3,FALSE,FALSE,FALSE
"LAX",147,954,9,6,2115,2352,2342,-6,FALSE,FALSE,FALSE
"ORD",109,606,11,6,1800,2101,2049,-5,FALSE,FALSE,FALSE
"ORD",118,612,6,3,900,1159,1158,-1,FALSE,FALSE,FALSE
"LAX",247,1379,2,5,1248,1755,1855,48,FALSE,FALSE,TRUE
"ORD",157,567,2,4,2010,2245,2347,59,FALSE,TRUE,TRUE
"LAX",165,954,1,7,1030,1314,1315,-1,FALSE,FALSE,FALSE
"LAX",282,2125,4,6,856,1647,1638,-1,FALSE,FALSE,FALSE
"ORD",181,588,7,1,1916,2109,2217,40,FALSE,FALSE,TRUE
"LAX",358,2556,9,2,800,1102,1058,0,FALSE,FALSE,FALSE
"LAX",161,209,8,4,1425,1528,1706,88,FALSE,TRUE,TRUE
"LAX",69,266,8,1,1620,1733,1729,-7,FALSE,FALSE,FALSE
"LAX",161,954,12,6,1515,1800,1756,1,FALSE,FALSE,FALSE
"MSP",223,1487,3,4,1006,1436,1449,1,FALSE,TRUE,FALSE
"ORD",251,1440,12,5,1712,2007,2023,-2,FALSE,FALSE,FALSE
"ORD",170,1041,4,7,906,1204,1156,-9,FALSE,FALSE,FALSE
"LAX",268,1979,2,3,2332,655,700,23,FALSE,FALSE,FALSE
"ORD",106,607,2,6,845,1132,1131,11,FALSE,FALSE,FALSE
"ORD",197,888,2,4,957,1135,1214,45,FALSE,TRUE,TRUE
"LAX",69,266,7,1,1740,1859,1849,-2,FALSE,FALSE,FALSE
"MSP",217,1299,3,1,900,1025,1037,-2,FALSE,FALSE,FALSE
"LAX",303,2454,7,6,2330,750,733,-4,FALSE,FALSE,FALSE
"LAX",309,2475,1,3,1621,38,30,0,FALSE,FALSE,FALSE
"MSP",166,1020,3,4,905,1244,1251,3,FALSE,TRUE,FALSE
"ORD",115,678,1,4,1614,1919,1909,-4,FALSE,TRUE,FALSE
"ORD",86,235,11,6,1154,1416,1420,2,FALSE,FALSE,FALSE
"ORD",121,258,3,2,814,928,1015,39,FALSE,FALSE,TRUE
"ORD",154,978,8,5,1710,2000,1944,-8,FALSE,FALSE,FALSE
"ORD",218,1514,5,3,1210,1420,1348,-10,FALSE,FALSE,FALSE
"ORD",27,67,12,4,1128,1215,1155,-2,FALSE,TRUE,FALSE
"LAX",181,590,1,7,1840,2125,2241,74,FALSE,FALSE,TRUE
"ORD",138,606,3,3,2034,2334,2352,22,FALSE,FALSE,FALSE
"ORD",210,552,4,7,1950,2141,2320,93,FALSE,FALSE,TRUE
"LAX",284,2475,11,5,1040,1905,1824,-4,FALSE,FALSE,FALSE
"MSP",192,408,1,5,1500,1726,1912,121,FALSE,FALSE,TRUE
"LAX",72,337,11,3,1800,1921,1912,-5,FALSE,FALSE,FALSE
"ORD",211,1440,3,5,500,651,631,-4,FALSE,FALSE,FALSE
"ORD",85,315,8,3,1418,1538,1543,17,FALSE,FALSE,FALSE
"LAX",69,337,12,5,700,820,809,-3,FALSE,FALSE,FALSE
"LAX",318,2475,3,4,1621,40,39,3,FALSE,TRUE,FALSE
"ORD",177,925,2,1,1358,1647,1655,23,FALSE,FALSE,FALSE
"LAX",238,1947,12,5,910,1620,1608,0,FALSE,FALSE,FALSE
"ORD",116,589,8,7,1820,2118,2116,7,FALSE,FALSE,FALSE
"MSP",129,907,8,6,1735,2105,2044,-3,FALSE,FALSE,FALSE
"LAX",176,1246,4,4,810,1305,1306,-5,FALSE,TRUE,FALSE
"LAX",55,236,3,7,1110,1210,1205,-5,FALSE,FALSE,FALSE
"LAX",173,1246,12,2,1210,1705,1703,13,FALSE,FALSE,FALSE
"ORD",166,1005,1,2,1605,1946,1951,2,FALSE,FALSE,FALSE
"ORD",65,265,4,1,1542,1757,1747,1,FALSE,FALSE,FALSE
"ORD",131,783,12,2,1225,1531,1536,-1,FALSE,FALSE,FALSE
"ORD",78,265,6,6,1047,1257,1305,13,FALSE,FALSE,FALSE
"ORD",44,173,11,7,2226,2322,2310,-8,FALSE,FALSE,FALSE
"LAX",296,2475,12,1,1645,104,41,-1,FALSE,FALSE,FALSE
"ORD",95,466,11,2,1245,1424,1420,-2,FALSE,FALSE,FALSE
"ORD",95,589,6,5,825,1120,1100,-4,FALSE,FALSE,FALSE
"ORD",262,1846,9,5,1735,2020,1957,-1,FALSE,FALSE,FALSE
"ORD",165,925,4,7,2040,2326,2325,7,FALSE,FALSE,FALSE
"ORD",238,1514,12,6,1320,1521,1518,-1,FALSE,FALSE,FALSE
"ORD",262,1846,6,4,1705,1956,1927,0,FALSE,TRUE,FALSE
"MSP",204,1399,9,7,705,842,829,-5,FALSE,FALSE,FALSE
"MSP",287,1589,8,4,1536,1754,1823,46,FALSE,TRUE,TRUE
"LAX",323,2475,3,4,2325,748,748,-1,FALSE,TRUE,FALSE
"LAX",98,266,8,3,1620,1733,1758,21,FALSE,FALSE,FALSE
"MSP",116,931,4,5,1505,1819,1801,-6,FALSE,FALSE,FALSE
"ORD",124,760,3,1,1020,1332,1324,-4,FALSE,FALSE,FALSE
"ORD",133,334,4,6,2120,2249,2333,51,FALSE,FALSE,TRUE
"ORD",120,588,11,6,1551,1753,1751,-4,FALSE,FALSE,FALSE
"LAX",116,590,3,4,2120,5,16,9,FALSE,TRUE,FALSE
"LAX",87,337,3,5,1720,1835,1847,15,FALSE,FALSE,FALSE
"LAX",79,373,12,4,530,650,649,-3,FALSE,TRUE,FALSE
"ORD",232,837,11,3,923,1148,1315,114,FALSE,FALSE,TRUE
"ORD",185,888,6,5,1530,1705,1735,20,FALSE,FALSE,FALSE
"ORD",98,632,12,7,1350,1639,1628,-7,FALSE,FALSE,FALSE
"ORD",164,1012,11,5,818,1156,1202,6,FALSE,FALSE,FALSE
"LAX",71,337,11,5,1915,2035,2026,-1,FALSE,FALSE,FALSE
