wage,age,education,marital,industry,health,hours,education_level
60000,49,13,married,construction,fair,40,some_college
250000,50,20,married,management,good,40,professional_phd
18000,25,13,single,transportation,good,40,some_college
37000,26,16,single,management,excellent,40,bachelors
80000,39,18,married,management,very_good,45,masters
47000,25,14,single,service,very_good,45,associate
35000,33,16,married,management,good,40,bachelors
57000,45,16,married,management,good,40,bachelors
35000,58,16,married,management,excellent,20,bachelors
125000,42,16,married,management,good,40,bachelors
46000,46,14,single,service,very_good,45,associate
35000,47,12,married,service,very_good,40,HS
250000,38,18,married,management,excellent,45,masters
24000,46,12,married,service,very_good,40,HS
30000,22,12,single,transportation,excellent,40,HS
11000,30,12,single,service,good,25,HS
13500,19,11,single,service,very_good,30,some_HS
21000,45,11,single,transportation,poor,40,some_HS
30000,28,18,single,management,excellent,55,masters
32552,46,13,single,service,excellent,40,some_college
14400,49,13,single,service,good,40,some_college
41000,60,10,married,service,fair,50,some_HS
19500,53,13,single,service,good,40,some_college
25000,29,12,single,management,excellent,40,HS
25000,51,10,single,service,fair,40,some_HS
43000,28,12,married,service,good,40,HS
29000,56,12,single,installation_production,very_good,40,HS
7500,70,18,single,service,very_good,24,masters
31000,33,16,single,management,excellent,40,bachelors
31000,39,16,single,management,very_good,40,bachelors
55202,30,18,married,management,very_good,40,masters
25000,24,16,married,management,excellent,50,bachelors
34160,42,14,single,service,very_good,40,associate
60000,37,12,married,construction,good,40,HS
12000,63,13,married,service,fair,40,some_college
62724,31,16,married,management,excellent,40,bachelors
45000,49,16,married,management,excellent,40,bachelors
96000,47,13,married,management,good,45,some_college
25000,55,12,married,construction,very_good,40,HS
60000,44,18,married,management,excellent,45,masters
20800,39,13,single,service,excellent,40,some_college
0,47,12,single,service,excellent,30,HS
120000,35,18,married,management,very_good,40,masters
17000,41,13,married,service,excellent,35,some_college
11000,59,16,married,management,good,23,bachelors
1.00E+05,85,20,married,management,poor,40,professional_phd
85000,62,13,married,management,good,50,some_college
67000,56,16,married,management,very_good,40,bachelors
130000,69,20,married,management,excellent,48,professional_phd
1500,49,13,married,service,very_good,25,some_college
30000,47,12,married,installation_production,good,50,HS
2.00E+05,49,16,married,management,excellent,40,bachelors
49000,27,16,single,service,excellent,45,bachelors
50000,27,16,single,management,good,40,bachelors
178800,67,18,married,management,good,40,masters
36816,59,14,single,transportation,excellent,40,associate
50000,41,11,single,service,very_good,50,some_HS
70625,41,12,married,management,very_good,40,HS
17300,19,12,single,service,good,38,HS
20000,32,13,single,service,good,40,some_college
22000,49,13,single,service,good,28,some_college
65000,32,14,married,installation_production,very_good,40,associate
16000,45,13,married,construction,very_good,40,some_college
52096,64,16,married,service,good,28,bachelors
48000,45,16,single,management,very_good,30,bachelors
92000,30,12,single,transportation,very_good,50,HS
17000,32,12,married,installation_production,good,40,HS
70000,40,16,married,management,very_good,40,bachelors
25000,36,16,single,service,excellent,2,bachelors
55000,55,12,married,transportation,excellent,40,HS
17000,44,16,married,service,very_good,24,bachelors
70000,60,12,married,installation_production,good,40,HS
150000,65,16,married,management,excellent,40,bachelors
120000,29,16,single,service,very_good,40,bachelors
6000,76,12,single,installation_production,fair,10,HS
75000,49,13,married,management,good,40,some_college
65000,23,14,single,installation_production,excellent,40,associate
15000,48,14,married,service,very_good,20,associate
11000,42,12,married,construction,good,40,HS
120000,34,16,single,service,fair,40,bachelors
78000,29,18,married,management,excellent,40,masters
24000,26,13,single,service,poor,40,some_college
125000,58,14,married,service,excellent,40,associate
60000,26,13,single,construction,excellent,40,some_college
23700,46,14,married,installation_production,very_good,40,associate
21000,42,16,married,service,very_good,40,bachelors
1.00E+05,29,18,married,service,excellent,40,masters
60000,38,14,single,service,poor,20,associate
0,69,13,single,management,very_good,40,some_college
78000,45,16,married,management,very_good,50,bachelors
20000,24,12,single,service,very_good,50,HS
55000,38,16,married,service,very_good,40,bachelors
22000,29,12,married,service,excellent,40,HS
58000,36,16,married,service,very_good,40,bachelors
16800,26,12,single,management,good,50,HS
130000,60,16,single,management,good,40,bachelors
320000,44,14,married,management,excellent,40,associate
1.00E+05,27,16,married,management,excellent,50,bachelors
15000,22,12,single,service,good,35,HS
23000,53,12,married,service,good,35,HS
135000,33,18,single,management,very_good,40,masters
19500,25,12,single,service,very_good,30,HS
140000,42,16,married,management,good,40,bachelors
0,47,14,married,service,good,50,associate
2.00E+05,51,16,married,management,very_good,50,bachelors
25000,41,12,single,management,very_good,40,HS
48500,41,18,single,management,good,60,masters
5000,71,12,married,service,fair,40,HS
25000,58,12,married,construction,excellent,40,HS
3638,30,16,single,management,excellent,40,bachelors
1.00E+05,48,20,married,service,excellent,40,professional_phd
50000,25,12,single,management,excellent,40,HS
65000,25,12,single,installation_production,very_good,40,HS
75000,61,12,married,installation_production,good,40,HS
35000,41,16,married,installation_production,very_good,40,bachelors
96000,52,16,married,management,excellent,45,bachelors
3200,22,13,single,management,excellent,12,some_college
45538,35,12,married,service,very_good,40,HS
0,51,12,single,installation_production,very_good,30,HS
85000,39,16,married,management,excellent,45,bachelors
20000,36,7.5,single,service,excellent,40,less_than_HS
60000,28,13,married,management,very_good,60,some_college
24000,28,12,single,transportation,very_good,40,HS
121000,40,20,married,management,good,40,professional_phd
68000,39,16,married,management,very_good,36,bachelors
45000,33,12,married,transportation,very_good,50,HS
1.00E+05,56,18,married,management,good,55,masters
93000,55,12,married,management,good,26,HS
54000,26,13,married,installation_production,good,55,some_college
85000,70,16,married,management,very_good,10,bachelors
25600,22,13,single,management,excellent,40,some_college
70000,24,13,single,management,excellent,30,some_college
28000,39,13,single,management,good,40,some_college
55000,27,16,single,management,good,35,bachelors
30000,28,13,single,ag,very_good,55,some_college
0,72,12,married,management,good,40,HS
70000,59,20,single,management,very_good,35,professional_phd
35000,24,12,single,transportation,very_good,36,HS
50000,51,14,married,service,very_good,42,associate
30000,26,12,single,construction,excellent,40,HS
35000,53,13,married,service,excellent,45,some_college
24960,58,12,single,transportation,good,40,HS
87000,42,14,married,service,fair,40,associate
19933,27,13,single,service,good,36,some_college
1.00E+05,65,18,single,management,good,40,masters
31000,56,14,married,management,good,40,associate
40000,28,18,married,management,very_good,40,masters
165000,44,18,married,management,very_good,40,masters
39772,32,12,single,installation_production,good,60,HS
24000,31,13,single,service,good,40,some_college
22000,59,14,married,management,very_good,40,associate
0,68,13,married,management,excellent,30,some_college
55000,28,14,married,management,excellent,45,associate
25000,63,13,single,management,very_good,40,some_college
27000,58,12,single,service,good,40,HS
0,48,20,married,management,excellent,60,professional_phd
86517,62,12,married,construction,excellent,40,HS
14400,60,7.5,married,service,fair,40,less_than_HS
80000,49,18,married,management,excellent,40,masters
1.00E+05,50,20,married,management,very_good,45,professional_phd
32000,43,12,married,service,fair,40,HS
0,34,16,single,service,very_good,45,bachelors
25000,24,13,single,service,excellent,40,some_college
18000,26,14,single,service,very_good,40,associate
130000,43,16,married,service,very_good,65,bachelors
20000,43,16,single,service,very_good,20,bachelors
45000,41,16,single,service,good,40,bachelors
170000,49,16,married,service,very_good,40,bachelors
70000,41,14,married,management,very_good,40,associate
4500,24,11,married,service,good,25,some_HS
14000,53,12,married,transportation,very_good,40,HS
30000,46,16,single,management,good,40,bachelors
56000,30,14,married,service,good,40,associate
7150,62,16,married,service,very_good,15,bachelors
30000,24,16,single,management,excellent,50,bachelors
32000,57,13,single,service,good,40,some_college
1.00E+05,32,18,married,service,excellent,40,masters
0,18,12,single,installation_production,excellent,24,HS
50000,39,18,married,management,very_good,40,masters
55000,57,12,single,installation_production,excellent,38,HS
34000,36,13,married,installation_production,good,40,some_college
35000,23,10,single,construction,excellent,40,some_HS
12000,21,14,single,service,good,30,associate
74500,51,16,married,management,good,50,bachelors
25000,33,16,single,service,excellent,25,bachelors
25000,30,10,single,service,good,40,some_HS
50000,35,12,single,construction,good,40,HS
40000,43,14,married,service,very_good,40,associate
26000,27,12,married,service,good,32,HS
0,36,16,married,management,excellent,40,bachelors
820,18,11,single,management,very_good,6,some_HS
90000,54,16,married,management,very_good,40,bachelors
70000,55,16,married,management,excellent,40,bachelors
430000,33,16,married,management,excellent,45,bachelors
50000,27,13,single,service,excellent,40,some_college
1099999,63,14,married,installation_production,good,40,associate
120000,50,20,married,management,good,40,professional_phd
4.00E+05,44,12,married,management,excellent,55,HS
190000,59,18,married,management,excellent,55,masters
50000,40,14,single,management,fair,36,associate
40000,29,14,married,management,excellent,40,associate
26000,56,10,single,ag,excellent,35,some_HS
27000,42,13,married,service,very_good,40,some_college
55000,24,16,married,management,excellent,40,bachelors
11700,28,13,single,service,good,40,some_college
75000,24,16,single,management,excellent,40,bachelors
32000,31,14,single,service,good,40,associate
11000,58,16,married,service,fair,28,bachelors
12000,21,13,single,service,excellent,20,some_college
1.00E+05,36,16,married,management,very_good,40,bachelors
97000,29,16,married,management,very_good,50,bachelors
20000,68,18,single,management,very_good,8,masters
20000,24,16,single,management,excellent,20,bachelors
22000,54,5.5,single,service,excellent,36,less_than_HS
450000,40,16,married,management,good,40,bachelors
124000,40,16,married,management,very_good,50,bachelors
20000,35,12,married,service,fair,30,HS
30200,28,16,single,service,good,40,bachelors
70000,24,16,single,management,excellent,40,bachelors
10000,25,13,single,service,very_good,25,some_college
450000,69,18,married,management,excellent,40,masters
0,41,13,single,transportation,excellent,70,some_college
50000,53,16,single,service,good,40,bachelors
27000,25,13,single,service,very_good,40,some_college
87802,42,16,single,management,excellent,40,bachelors
60000,60,12,single,installation_production,very_good,40,HS
22000,36,11,single,installation_production,excellent,40,some_HS
50972,53,16,single,management,very_good,40,bachelors
18000,65,16,single,transportation,fair,40,bachelors
20000,49,12,married,service,good,35,HS
70000,56,13,single,management,excellent,70,some_college
52000,53,12,single,transportation,very_good,40,HS
173900,35,18,married,management,excellent,50,masters
0,41,14,single,management,very_good,40,associate
58000,36,16,single,management,very_good,45,bachelors
10000,19,12,single,service,very_good,35,HS
1.00E+06,59,16,married,service,very_good,40,bachelors
33000,56,14,married,management,very_good,20,associate
45002,38,13,married,transportation,excellent,40,some_college
42000,26,16,single,management,excellent,30,bachelors
32000,31,16,married,management,very_good,40,bachelors
75000,44,12,single,management,very_good,20,HS
58000,29,16,married,management,very_good,24,bachelors
40000,55,14,married,service,excellent,40,associate
0,57,13,married,service,very_good,35,some_college
25000,62,16,single,installation_production,very_good,40,bachelors
45000,43,12,married,management,very_good,40,HS
52000,39,16,married,service,excellent,40,bachelors
22500,20,14,single,service,very_good,40,associate
60000,25,18,single,management,very_good,40,masters
92000,49,12,single,management,excellent,40,HS
47000,55,13,married,management,excellent,50,some_college
45000,27,12,single,transportation,good,40,HS
55000,63,12,single,service,very_good,40,HS
175000,38,20,married,management,very_good,55,professional_phd
32000,53,12,married,service,good,40,HS
65000,32,18,single,management,very_good,40,masters
35000,51,12,single,service,very_good,40,HS
41000,46,13,single,service,fair,40,some_college
20000,21,12,single,construction,excellent,15,HS
30000,40,9,single,installation_production,excellent,40,some_HS
40000,50,14,married,management,good,40,associate
75000,69,7.5,single,ag,excellent,32,less_than_HS
30000,41,16,married,management,very_good,32,bachelors
0,32,13,married,installation_production,fair,48,some_college
35000,52,18,single,installation_production,good,40,masters
20000,26,13,single,service,excellent,40,some_college
40000,56,12,married,service,very_good,40,HS
25000,52,14,married,service,good,20,associate
20000,22,13,single,management,very_good,40,some_college
150000,29,18,single,management,very_good,40,masters
11000,46,12,married,service,good,40,HS
33000,38,16,married,service,very_good,36,bachelors
18702,39,13,married,service,excellent,24,some_college
21000,30,12,married,service,very_good,25,HS
60000,50,18,married,management,very_good,3,masters
75000,56,11,married,transportation,good,64,some_HS
48000,30,16,married,management,excellent,50,bachelors
40000,45,12,single,construction,excellent,50,HS
0,56,5.5,single,service,excellent,30,less_than_HS
76000,39,16,married,management,excellent,40,bachelors
7000,70,16,single,service,good,30,bachelors
15000,38,12,married,service,good,32,HS
27000,45,7.5,married,ag,good,40,less_than_HS
24000,23,12,single,service,very_good,36,HS
36002,54,2.5,married,ag,good,60,less_than_HS
24840,23,16,single,management,good,40,bachelors
35000,19,12,single,management,excellent,10,HS
1.00E+05,63,12,married,installation_production,fair,45,HS
104000,30,16,married,service,excellent,40,bachelors
26000,43,12,single,transportation,good,60,HS
83000,35,12,single,installation_production,excellent,40,HS
75000,26,13,married,service,good,50,some_college
32000,59,13,married,service,excellent,40,some_college
17000,36,13,single,installation_production,fair,50,some_college
35200,29,16,married,management,excellent,40,bachelors
270000,39,18,single,management,very_good,40,masters
14000,59,5.5,married,transportation,good,40,less_than_HS
0,24,13,married,service,fair,40,some_college
57200,44,5.5,married,management,good,40,less_than_HS
30000,51,12,single,service,very_good,40,HS
0,33,16,married,management,very_good,4,bachelors
51000,60,18,married,management,very_good,40,masters
25000,49,13,married,service,very_good,40,some_college
0,58,13,married,transportation,good,70,some_college
35000,25,13,single,service,very_good,40,some_college
32000,49,12,married,service,very_good,40,HS
20000,18,12,single,service,excellent,35,HS
120000,54,16,married,management,very_good,50,bachelors
123000,44,12,married,installation_production,good,40,HS
10000,19,13,single,service,excellent,16,some_college
10000,24,16,single,management,excellent,40,bachelors
62400,33,16,married,transportation,excellent,40,bachelors
95000,50,16,married,service,excellent,40,bachelors
42000,35,14,single,service,good,40,associate
58000,44,13,married,installation_production,excellent,40,some_college
87252,37,13,married,construction,good,30,some_college
2900,48,12,married,installation_production,excellent,32,HS
24000,21,12,single,service,excellent,40,HS
30000,69,18,married,management,fair,2,masters
86000,28,16,married,management,excellent,40,bachelors
4500,45,16,married,management,very_good,30,bachelors
85000,50,16,married,service,very_good,50,bachelors
0,52,11,single,installation_production,good,40,some_HS
16000,52,13,married,transportation,fair,15,some_college
43000,43,16,married,construction,good,45,bachelors
40000,23,16,single,management,very_good,50,bachelors
20000,26,12,single,service,very_good,40,HS
1300,37,11,single,service,very_good,20,some_HS
20000,29,12,married,service,excellent,40,HS
30000,44,2.5,married,service,good,35,less_than_HS
0,49,14,married,management,fair,7,associate
112000,58,18,married,management,excellent,40,masters
160000,61,20,single,management,good,40,professional_phd
20000,28,12,married,service,very_good,40,HS
70000,66,14,married,service,very_good,40,associate
68000,51,14,married,service,excellent,40,associate
1.00E+05,42,20,married,management,excellent,54,professional_phd
1.00E+05,53,20,married,management,excellent,40,professional_phd
28000,32,16,married,service,very_good,40,bachelors
1099999,66,20,single,management,excellent,50,professional_phd
49000,42,18,married,management,excellent,40,masters
90000,35,11,married,management,excellent,40,some_HS
61000,38,20,married,management,very_good,45,professional_phd
75000,53,16,married,service,very_good,40,bachelors
2500,18,11,single,service,excellent,10,some_HS
75000,35,12,married,construction,excellent,40,HS
58000,61,16,married,management,very_good,60,bachelors
55000,43,12,married,management,good,40,HS
60000,34,18,married,management,very_good,40,masters
0,62,13,married,service,good,20,some_college
99980,47,18,married,management,very_good,50,masters
91000,43,16,married,management,very_good,40,bachelors
35000,37,13,married,management,good,40,some_college
50000,56,12,single,service,good,50,HS
46000,30,13,single,service,very_good,40,some_college
13000,21,13,single,service,excellent,25,some_college
49000,25,16,single,service,good,40,bachelors
20000,53,13,married,management,very_good,40,some_college
125000,38,20,married,management,very_good,35,professional_phd
45000,38,18,married,management,excellent,40,masters
42000,54,13,married,service,very_good,40,some_college
34000,58,12,married,construction,fair,40,HS
84000,28,18,married,management,excellent,40,masters
48000,45,16,single,service,very_good,40,bachelors
60000,32,16,single,management,very_good,40,bachelors
62000,57,16,married,management,fair,32,bachelors
24000,62,10,married,service,excellent,40,some_HS
35000,37,14,married,installation_production,very_good,40,associate
24000,26,12,single,service,very_good,40,HS
18000,38,16,married,management,very_good,32,bachelors
59000,48,18,married,management,very_good,40,masters
41000,25,18,single,management,very_good,50,masters
0,24,13,married,service,good,40,some_college
60000,65,14,married,management,good,40,associate
0,28,16,single,transportation,very_good,25,bachelors
60500,40,18,married,management,very_good,37,masters
41000,71,12,married,service,good,40,HS
40000,44,12,married,installation_production,good,40,HS
35000,61,16,single,management,very_good,40,bachelors
30000,55,12,married,service,very_good,40,HS
10000,19,12,single,service,excellent,34,HS
42000,52,11,married,service,good,40,some_HS
35000,57,12,single,service,excellent,40,HS
10000,42,16,married,service,very_good,30,bachelors
16000,19,12,single,transportation,excellent,40,HS
60000,38,9,single,transportation,fair,40,some_HS
500,31,14,married,service,excellent,40,associate
40000,35,14,married,service,excellent,40,associate
70000,50,13,married,installation_production,excellent,40,some_college
35000,41,18,single,installation_production,excellent,50,masters
28000,45,12,married,service,good,40,HS
8100,21,13,single,service,excellent,15,some_college
26000,51,16,married,management,excellent,20,bachelors
35500,38,13,single,service,very_good,40,some_college
52003,61,12,single,service,very_good,40,HS
25740,25,12,single,service,very_good,40,HS
0,26,13,single,service,very_good,30,some_college
28000,32,18,single,management,excellent,30,masters
57000,49,14,married,service,good,35,associate
45000,50,13,married,service,very_good,40,some_college
1560,30,11,single,service,excellent,13,some_HS
0,64,20,married,management,good,35,professional_phd
67500,46,14,single,management,very_good,36,associate
80000,77,12,single,management,good,40,HS
14000,66,12,single,service,fair,29,HS
20000,34,13,married,service,very_good,40,some_college
10000,54,12,married,service,fair,10,HS
76000,36,14,single,management,excellent,40,associate
64000,46,12,married,installation_production,good,48,HS
6002,29,12,married,service,very_good,40,HS
55000,26,18,single,management,excellent,40,masters
140000,48,16,married,service,very_good,40,bachelors
37000,25,9,married,ag,very_good,40,some_HS
25000,47,12,married,installation_production,very_good,40,HS
20000,21,13,single,service,good,40,some_college
27500,51,18,married,management,excellent,30,masters
7500,53,14,married,management,very_good,20,associate
98000,42,18,married,service,very_good,50,masters
0,40,16,single,management,excellent,40,bachelors
5000,40,16,married,service,good,5,bachelors
3500,19,13,single,service,good,18,some_college
30000,34,14,married,service,excellent,40,associate
50000,24,12,single,construction,excellent,45,HS
20800,70,12,single,installation_production,fair,16,HS
5000,49,14,married,management,good,16,associate
85000,31,13,married,service,very_good,40,some_college
30500,58,12,married,service,very_good,40,HS
50800,30,16,married,management,very_good,40,bachelors
111000,52,18,single,management,very_good,40,masters
29000,53,13,married,construction,fair,40,some_college
15002,30,14,married,service,excellent,40,associate
54000,50,12,single,management,fair,40,HS
50000,29,18,married,management,excellent,40,masters
165000,50,18,married,management,excellent,50,masters
61000,56,13,married,transportation,good,45,some_college
60000,33,16,married,management,excellent,20,bachelors
57000,34,13,married,management,very_good,40,some_college
24960,39,12,single,service,good,40,HS
42000,50,12,single,service,fair,35,HS
27000,38,12,married,service,very_good,40,HS
6700,59,16,single,service,good,15,bachelors
5000,18,13,single,service,good,8,some_college
6000,63,12,married,service,good,40,HS
47000,64,13,married,management,excellent,20,some_college
80000,32,16,married,service,good,40,bachelors
18720,62,12,married,service,good,40,HS
13000,21,12,single,service,good,25,HS
52000,59,16,married,management,very_good,40,bachelors
0,34,12,single,service,good,40,HS
45000,37,14,married,management,very_good,55,associate
85000,64,14,married,installation_production,excellent,40,associate
2400,27,9,married,service,good,35,some_HS
59000,64,12,married,management,fair,40,HS
24000,22,12,single,installation_production,good,84,HS
5000,38,13,married,service,very_good,40,some_college
65000,51,16,married,management,excellent,40,bachelors
30000,57,12,single,transportation,very_good,48,HS
33000,38,12,married,installation_production,very_good,40,HS
45000,34,12,married,installation_production,good,25,HS
19000,51,12,single,management,very_good,40,HS
65000,51,18,married,management,poor,60,masters
32000,24,16,single,management,excellent,35,bachelors
9600,63,18,single,management,good,40,masters
63000,61,18,married,management,good,40,masters
91000,51,16,married,management,good,40,bachelors
0,57,9,married,installation_production,good,40,some_HS
40000,34,16,single,service,very_good,35,bachelors
95000,37,16,married,management,very_good,40,bachelors
15000,30,14,married,installation_production,good,40,associate
22000,19,12,single,management,good,40,HS
16000,19,12,single,service,very_good,40,HS
20000,43,10,married,service,excellent,40,some_HS
20000,58,20,married,management,very_good,40,professional_phd
0,34,14,married,transportation,excellent,60,associate
50000,56,14,married,service,excellent,45,associate
15000,41,13,married,transportation,very_good,36,some_college
30231,31,13,single,construction,excellent,40,some_college
30000,38,11,married,service,very_good,40,some_HS
6506,24,16,single,management,very_good,40,bachelors
95000,56,16,married,management,excellent,40,bachelors
58000,34,13,married,construction,good,40,some_college
102000,62,13,married,service,excellent,40,some_college
0,47,5.5,married,service,fair,24,less_than_HS
70000,61,16,married,service,good,40,bachelors
76000,47,18,married,management,very_good,50,masters
56000,45,12,married,service,good,40,HS
20000,25,16,single,service,excellent,40,bachelors
30160,22,12,single,management,very_good,40,HS
27000,55,12,single,service,good,40,HS
29000,47,13,single,service,good,40,some_college
26668,23,13,married,service,excellent,40,some_college
22000,23,12,single,service,good,25,HS
85000,25,13,single,service,very_good,40,some_college
50000,43,16,married,service,excellent,40,bachelors
20000,54,16,married,management,good,40,bachelors
50000,34,16,single,management,good,40,bachelors
75000,60,13,married,service,good,40,some_college
35000,60,12,single,transportation,very_good,40,HS
0,49,12,married,management,excellent,60,HS
155000,39,18,married,management,good,40,masters
1000,36,10,married,transportation,good,40,some_HS
10000,43,16,married,service,excellent,40,bachelors
85000,28,16,single,management,excellent,40,bachelors
45000,52,11,married,transportation,excellent,40,some_HS
11000,35,12,married,transportation,very_good,20,HS
50000,54,12,single,management,excellent,40,HS
24000,27,13,single,service,excellent,40,some_college
145000,76,18,single,management,good,50,masters
120000,49,16,married,management,very_good,40,bachelors
7000,67,12,single,installation_production,good,15,HS
80000,60,12,married,installation_production,very_good,50,HS
7000,26,16,single,management,very_good,20,bachelors
35500,63,14,married,management,very_good,40,associate
19000,28,18,single,management,very_good,10,masters
25000,46,14,married,service,very_good,40,associate
45000,39,13,married,service,good,40,some_college
25000,32,12,married,installation_production,very_good,16,HS
40000,70,14,married,service,very_good,40,associate
37000,33,13,married,installation_production,excellent,40,some_college
35000,57,13,married,service,very_good,40,some_college
60000,47,14,married,service,excellent,40,associate
150000,37,16,married,service,excellent,40,bachelors
26200,24,13,single,service,very_good,40,some_college
60000,51,20,married,management,very_good,60,professional_phd
38000,58,12,single,installation_production,good,40,HS
57000,50,16,married,management,excellent,40,bachelors
10000,27,13,married,service,excellent,30,some_college
0,22,18,single,management,excellent,40,masters
45000,58,14,single,service,very_good,40,associate
108960,31,16,married,management,good,40,bachelors
15000,24,13,single,service,good,35,some_college
36000,27,12,single,construction,good,40,HS
45002,38,12,married,transportation,very_good,60,HS
65000,30,12,married,installation_production,very_good,40,HS
38000,39,12,single,service,excellent,40,HS
42000,36,13,married,installation_production,excellent,40,some_college
72000,34,16,married,management,very_good,40,bachelors
50000,37,16,married,management,excellent,40,bachelors
18002,25,13,single,service,excellent,40,some_college
70000,49,13,married,installation_production,good,48,some_college
29000,39,13,single,service,very_good,40,some_college
150000,46,13,married,management,very_good,40,some_college
28000,47,13,married,management,fair,37,some_college
18000,20,12,single,construction,very_good,50,HS
0,63,18,married,management,very_good,9,masters
35000,27,16,married,service,good,40,bachelors
120000,50,16,married,management,good,40,bachelors
42000,47,12,married,service,good,40,HS
0,51,16,married,service,very_good,40,bachelors
30000,45,0,married,installation_production,very_good,40,less_than_HS
41000,27,20,single,management,very_good,50,professional_phd
0,33,12,married,service,excellent,50,HS
0,25,12,married,service,good,40,HS
25000,43,16,married,service,excellent,40,bachelors
30000,23,16,single,service,excellent,40,bachelors
22700,49,12,married,service,good,40,HS
50039,24,16,single,management,very_good,40,bachelors
49000,53,16,married,management,excellent,32,bachelors
25000,27,16,single,management,very_good,40,bachelors
15360,65,12,married,transportation,good,40,HS
27000,23,16,married,service,excellent,40,bachelors
0,75,20,married,management,excellent,10,professional_phd
70000,28,12,married,management,very_good,46,HS
30000,32,11,married,installation_production,good,40,some_HS
30000,29,5.5,single,transportation,very_good,40,less_than_HS
24000,26,12,single,service,good,36,HS
47000,26,12,married,transportation,good,50,HS
46000,34,18,married,service,excellent,40,masters
7300,29,16,single,service,excellent,28,bachelors
20000,26,12,single,service,good,30,HS
30000,43,16,married,service,excellent,45,bachelors
25000,42,12,married,construction,excellent,40,HS
36400,27,16,single,management,excellent,36,bachelors
50000,45,14,single,management,good,16,associate
24000,40,12,single,service,very_good,40,HS
30000,52,13,single,service,good,40,some_college
61000,28,13,single,installation_production,excellent,55,some_college
5000,18,13,single,service,very_good,20,some_college
94000,35,12,married,management,excellent,40,HS
60000,67,18,married,management,good,30,masters
78000,54,12,married,installation_production,excellent,40,HS
75000,52,16,married,management,excellent,40,bachelors
25000,46,12,married,installation_production,good,40,HS
60000,63,12,married,transportation,very_good,60,HS
15000,43,5.5,married,service,excellent,40,less_than_HS
27000,31,12,single,service,good,40,HS
68000,58,16,single,management,good,40,bachelors
0,18,12,single,service,excellent,20,HS
90000,38,12,single,installation_production,excellent,70,HS
2.00E+05,42,20,married,management,excellent,60,professional_phd
15000,26,12,single,installation_production,good,40,HS
35000,40,12,single,service,excellent,40,HS
56000,38,12,married,service,very_good,40,HS
0,48,12,married,management,excellent,45,HS
800,22,16,single,service,excellent,40,bachelors
30000,62,12,married,construction,good,40,HS
10000,40,12,single,service,very_good,25,HS
58000,54,18,married,management,good,40,masters
140000,52,16,married,management,excellent,40,bachelors
125000,34,16,married,management,very_good,55,bachelors
0,33,14,single,service,excellent,50,associate
53000,24,16,single,management,excellent,40,bachelors
51000,41,9,married,construction,good,40,some_HS
0,45,12,single,management,excellent,40,HS
130000,55,18,married,management,good,40,masters
85000,52,18,married,management,excellent,40,masters
2.00E+05,36,18,married,management,excellent,40,masters
0,41,18,married,management,excellent,20,masters
15500,52,12,married,service,good,50,HS
55000,41,18,married,management,good,45,masters
2500,18,11,single,service,very_good,25,some_HS
85000,56,16,single,management,very_good,40,bachelors
45000,23,16,single,management,very_good,40,bachelors
10000,21,12,single,service,very_good,35,HS
0,37,12,single,service,good,10,HS
72500,61,12,married,management,very_good,50,HS
300,61,12,single,service,fair,17,HS
0,51,18,married,management,very_good,70,masters
33000,60,13,married,service,good,40,some_college
15153,39,12,single,service,excellent,35,HS
20000,55,12,married,transportation,very_good,40,HS
45000,46,16,married,management,very_good,50,bachelors
50000,42,14,married,service,very_good,40,associate
30000,32,16,single,service,fair,40,bachelors
95000,41,20,single,management,good,40,professional_phd
156000,56,18,married,management,very_good,40,masters
0,36,14,married,service,excellent,24,associate
33000,29,13,single,service,excellent,40,some_college
50000,53,14,married,service,very_good,40,associate
0,33,14,single,service,excellent,40,associate
30000,23,13,single,service,very_good,40,some_college
0,71,18,single,management,fair,20,masters
7200,56,13,married,service,excellent,38,some_college
46000,50,14,married,management,very_good,40,associate
8000,26,12,single,service,very_good,40,HS
49000,52,12,single,management,very_good,40,HS
40000,66,12,married,installation_production,very_good,40,HS
260000,44,18,married,management,very_good,40,masters
48000,37,13,single,service,good,50,some_college
35000,46,14,married,management,fair,40,associate
96000,41,18,married,management,excellent,40,masters
19000,52,18,single,management,fair,40,masters
67000,28,16,single,management,excellent,40,bachelors
9856,68,12,married,service,excellent,28,HS
50000,48,13,married,service,excellent,40,some_college
60000,67,16,married,management,excellent,30,bachelors
8000,69,20,married,management,good,8,professional_phd
58000,37,13,married,installation_production,excellent,40,some_college
14400,32,13,married,service,excellent,40,some_college
30000,47,12,married,service,good,20,HS
58000,33,16,married,management,good,40,bachelors
80000,47,18,married,management,excellent,40,masters
58000,51,13,married,installation_production,very_good,40,some_college
0,79,18,married,management,good,40,masters
68000,35,14,married,management,very_good,40,associate
12600,36,11,married,service,fair,40,some_HS
30000,28,11,single,installation_production,excellent,40,some_HS
90000,49,14,married,service,very_good,40,associate
73000,30,16,single,service,very_good,40,bachelors
20000,24,12,single,service,very_good,35,HS
30000,22,14,single,service,excellent,40,associate
15000,55,13,married,service,very_good,40,some_college
0,20,13,single,transportation,excellent,20,some_college
37000,41,16,married,transportation,good,40,bachelors
25000,65,13,married,transportation,fair,40,some_college
6656,25,14,married,management,very_good,40,associate
27000,35,13,single,service,very_good,40,some_college
25000,32,10,married,installation_production,good,40,some_HS
