wage,age,education,marital,industry,health,hours,education_level
102000,33,20,married,management,very_good,40,professional_phd
96000,64,13,single,installation_production,very_good,40,some_college
25000,20,13,single,management,excellent,30,some_college
21000,45,14,married,service,excellent,40,associate
39000,37,9,single,construction,excellent,40,some_HS
75000,56,13,married,service,very_good,40,some_college
50000,42,12,married,service,good,40,HS
1.00E+05,26,18,single,management,excellent,40,masters
10000,30,16,married,transportation,very_good,35,bachelors
56000,48,18,single,management,very_good,60,masters
0,62,14,single,service,fair,40,associate
0,69,13,married,management,very_good,20,some_college
105000,30,16,married,management,very_good,40,bachelors
20000,28,18,single,service,very_good,30,masters
0,38,12,single,management,excellent,40,HS
14500,38,16,single,service,very_good,38,bachelors
71000,52,16,single,management,good,40,bachelors
30000,32,13,married,service,good,40,some_college
32480,56,12,married,installation_production,very_good,70,HS
24002,42,14,married,service,very_good,35,associate
9000,19,10,single,service,very_good,40,some_HS
12000,49,16,single,service,very_good,10,bachelors
21484,22,12,single,service,good,40,HS
40000,36,13,single,service,very_good,50,some_college
70000,25,13,single,service,very_good,40,some_college
12000,23,16,single,management,excellent,36,bachelors
40282,39,12,single,service,excellent,40,HS
0,64,14,married,management,good,65,associate
40000,36,14,married,management,good,30,associate
23000,59,14,married,service,excellent,20,associate
72000,55,14,married,management,fair,40,associate
77000,41,16,married,management,very_good,40,bachelors
60000,49,14,married,management,excellent,40,associate
30000,40,7.5,married,installation_production,excellent,40,less_than_HS
10000,63,13,single,service,very_good,26,some_college
8000,36,16,single,management,very_good,32,bachelors
1000,35,14,married,service,very_good,40,associate
24000,48,12,married,service,good,40,HS
35000,50,12,married,service,good,35,HS
97000,31,13,married,service,excellent,40,some_college
26000,46,5.5,married,service,excellent,40,less_than_HS
80000,44,16,married,service,very_good,50,bachelors
21840,50,13,single,service,good,40,some_college
2000,23,13,single,transportation,excellent,40,some_college
30680,20,12,single,transportation,good,45,HS
42000,63,16,married,service,very_good,45,bachelors
80000,47,14,married,management,good,36,associate
94000,50,18,married,service,very_good,40,masters
15000,35,14,married,management,excellent,40,associate
4200,59,11,single,transportation,good,36,some_HS
55000,36,16,married,management,excellent,24,bachelors
80000,36,16,married,management,excellent,40,bachelors
22000,20,12,single,transportation,very_good,40,HS
15000,44,16,married,service,fair,40,bachelors
155000,46,18,married,management,excellent,40,masters
18000,48,12,married,management,good,37,HS
32329,65,12,married,management,good,35,HS
0,19,13,single,service,very_good,16,some_college
80000,42,16,married,management,excellent,40,bachelors
13000,24,13,single,service,very_good,35,some_college
55000,35,18,married,management,excellent,40,masters
7600,19,13,married,service,very_good,22,some_college
25000,68,14,married,service,excellent,24,associate
40000,61,16,single,service,excellent,50,bachelors
140000,28,18,married,management,excellent,60,masters
12000,64,18,married,management,good,40,masters
40000,58,12,married,transportation,excellent,40,HS
101000,46,16,married,management,good,40,bachelors
99000,35,16,married,installation_production,excellent,45,bachelors
42000,52,16,married,service,very_good,50,bachelors
70000,42,13,married,installation_production,good,40,some_college
45000,60,12,married,installation_production,good,30,HS
35000,59,14,married,service,good,55,associate
90000,56,14,married,management,good,40,associate
45000,27,14,single,service,very_good,60,associate
17000,29,12,married,service,excellent,40,HS
40000,25,16,single,management,excellent,40,bachelors
30000,26,16,single,management,excellent,40,bachelors
35000,27,16,single,service,excellent,40,bachelors
22000,71,11,married,service,good,32,some_HS
25000,59,5.5,married,service,good,40,less_than_HS
25000,53,12,single,service,very_good,40,HS
15000,34,14,married,management,good,20,associate
93644,42,5.5,married,construction,excellent,55,less_than_HS
60000,38,16,married,service,excellent,55,bachelors
47000,27,16,married,management,excellent,40,bachelors
40000,32,9,single,installation_production,good,62,some_HS
56000,45,16,single,management,excellent,40,bachelors
87000,53,14,married,management,good,40,associate
80000,48,12,married,management,very_good,40,HS
37400,57,12,married,installation_production,excellent,40,HS
70000,19,13,married,management,very_good,40,some_college
14800,18,12,single,service,excellent,18,HS
42000,68,16,married,management,very_good,30,bachelors
120000,61,18,married,management,very_good,15,masters
54000,35,16,married,management,very_good,40,bachelors
48000,31,12,single,service,good,48,HS
35958,32,12,married,installation_production,very_good,40,HS
110000,31,20,married,management,excellent,40,professional_phd
40000,46,12,married,service,excellent,40,HS
8500,75,13,single,service,very_good,10,some_college
60000,29,16,single,management,excellent,40,bachelors
43500,41,16,married,transportation,excellent,40,bachelors
32000,36,13,married,installation_production,very_good,40,some_college
16000,60,12,single,service,fair,40,HS
20000,55,13,single,service,very_good,35,some_college
30000,26,16,single,installation_production,excellent,40,bachelors
40000,41,12,married,installation_production,very_good,40,HS
21160,51,13,married,ag,very_good,40,some_college
190000,37,20,married,management,excellent,43,professional_phd
8450,23,13,single,service,excellent,22,some_college
0,37,13,married,management,good,35,some_college
45000,55,13,married,service,excellent,40,some_college
55000,55,18,married,management,excellent,20,masters
60000,45,18,married,management,very_good,55,masters
45540,64,12,married,installation_production,very_good,40,HS
0,61,12,single,service,fair,20,HS
110000,38,14,married,construction,good,40,associate
24092,39,12,single,service,good,36,HS
18000,44,20,married,management,excellent,40,professional_phd
30000,62,5.5,married,ag,good,40,less_than_HS
158000,60,12,married,management,very_good,40,HS
27001,31,13,married,service,excellent,16,some_college
92000,44,14,married,service,excellent,45,associate
16000,35,12,married,construction,excellent,40,HS
35000,65,14,married,service,good,40,associate
20000,53,12,married,installation_production,excellent,40,HS
30000,49,16,single,service,excellent,40,bachelors
50000,38,13,married,construction,very_good,35,some_college
2000,77,18,married,management,good,2,masters
27000,57,16,single,management,very_good,21,bachelors
46000,27,16,married,management,very_good,40,bachelors
45000,52,16,single,service,excellent,40,bachelors
50000,51,16,married,management,very_good,50,bachelors
1.00E+05,57,18,married,management,excellent,50,masters
56000,50,12,married,installation_production,very_good,35,HS
8000,80,12,single,management,very_good,40,HS
85000,59,14,single,management,good,40,associate
2200,38,16,married,service,excellent,20,bachelors
125000,59,16,married,installation_production,good,50,bachelors
55000,27,18,single,management,very_good,35,masters
120000,29,16,married,management,very_good,40,bachelors
55000,36,12,married,management,excellent,40,HS
540000,54,16,married,management,excellent,35,bachelors
4100,33,14,single,service,excellent,10,associate
170000,48,18,married,management,excellent,55,masters
50000,35,12,married,service,very_good,50,HS
28000,37,12,married,installation_production,good,40,HS
7000,36,12,married,service,excellent,40,HS
0,62,12,single,service,excellent,38,HS
55000,29,13,single,management,good,40,some_college
35000,64,18,single,management,good,40,masters
6000,23,14,single,service,very_good,16,associate
55000,56,12,married,service,very_good,60,HS
28500,26,14,single,service,very_good,35,associate
1.00E+05,69,7.5,married,transportation,good,40,less_than_HS
18000,58,13,single,service,very_good,40,some_college
58000,37,13,married,construction,very_good,40,some_college
0,37,9,married,service,good,40,some_HS
30000,75,14,married,service,very_good,90,associate
18500,36,13,married,service,good,32,some_college
2900,31,13,single,installation_production,excellent,45,some_college
18000,56,12,married,service,good,20,HS
124000,40,18,married,management,excellent,30,masters
36000,49,13,married,management,very_good,40,some_college
60000,30,20,married,management,excellent,40,professional_phd
18000,24,12,single,service,very_good,40,HS
42500,30,13,single,management,very_good,40,some_college
230000,46,16,married,management,good,45,bachelors
46000,23,14,single,service,excellent,40,associate
22000,45,5.5,married,service,very_good,40,less_than_HS
35000,53,18,married,management,good,40,masters
70000,24,12,married,service,very_good,40,HS
12000,57,13,single,transportation,excellent,48,some_college
98000,37,18,married,management,very_good,36,masters
35000,59,12,single,service,very_good,60,HS
85000,68,12,married,management,fair,60,HS
24000,23,13,single,service,good,40,some_college
60000,37,14,single,management,very_good,40,associate
75000,35,13,married,management,good,40,some_college
17000,38,13,single,construction,fair,40,some_college
37500,33,16,married,management,very_good,40,bachelors
17000,34,16,single,service,good,40,bachelors
32000,46,12,married,installation_production,good,40,HS
52000,45,16,single,management,excellent,40,bachelors
3000,28,13,married,management,very_good,20,some_college
20000,47,11,married,management,excellent,40,some_HS
260000,36,20,married,management,very_good,50,professional_phd
21216,62,12,married,service,excellent,40,HS
26000,29,13,single,service,good,35,some_college
65000,48,12,married,installation_production,excellent,40,HS
16055,22,12,single,service,excellent,40,HS
57000,51,16,single,management,good,40,bachelors
41000,28,12,single,installation_production,excellent,40,HS
110000,54,18,married,management,excellent,60,masters
32000,47,14,married,management,excellent,60,associate
27378,27,12,married,installation_production,excellent,39,HS
80000,56,18,single,management,excellent,40,masters
140000,38,14,married,service,excellent,54,associate
56000,37,13,married,installation_production,good,40,some_college
11000,28,12,single,transportation,good,40,HS
16000,50,18,single,management,fair,40,masters
90000,52,12,married,transportation,excellent,98,HS
1.00E+05,58,18,single,service,good,40,masters
90000,38,16,married,management,excellent,40,bachelors
40000,23,13,single,management,good,40,some_college
80000,51,16,married,service,good,50,bachelors
6200,18,11,single,service,excellent,20,some_HS
26000,40,13,married,management,very_good,40,some_college
0,55,13,married,management,excellent,40,some_college
30000,27,12,single,service,very_good,40,HS
15000,21,13,single,construction,excellent,40,some_college
20000,26,13,single,service,very_good,40,some_college
32000,65,13,married,service,excellent,40,some_college
1200,30,12,married,service,good,40,HS
18000,43,16,single,service,excellent,60,bachelors
0,51,9,single,transportation,good,10,some_HS
75000,43,13,married,management,excellent,40,some_college
90000,33,20,single,management,excellent,30,professional_phd
0,52,12,married,management,good,60,HS
45000,55,16,married,management,excellent,40,bachelors
25000,54,12,married,service,fair,40,HS
12000,41,14,married,service,good,25,associate
25000,31,14,married,management,excellent,40,associate
23002,58,11,married,management,good,40,some_HS
38000,60,12,single,construction,very_good,40,HS
17000,50,16,married,management,excellent,12,bachelors
0,37,5.5,married,management,good,40,less_than_HS
150000,57,13,married,management,fair,40,some_college
122000,48,18,single,management,good,40,masters
19000,23,16,single,management,very_good,40,bachelors
0,44,9,single,service,good,20,some_HS
55000,22,12,single,management,good,40,HS
39000,37,13,married,installation_production,excellent,50,some_college
0,56,18,married,management,very_good,40,masters
0,26,16,single,service,excellent,30,bachelors
0,48,16,married,service,good,25,bachelors
10700,28,13,married,service,good,15,some_college
43000,36,18,married,management,very_good,35,masters
70000,38,18,married,management,very_good,40,masters
40000,52,12,single,service,very_good,45,HS
115000,49,18,married,management,very_good,45,masters
22000,61,16,married,service,very_good,38,bachelors
23000,29,18,single,management,good,20,masters
50000,31,14,married,service,very_good,40,associate
46000,32,12,single,transportation,very_good,40,HS
40000,53,13,single,service,very_good,38,some_college
20000,49,12,married,installation_production,good,40,HS
120000,56,16,married,management,excellent,50,bachelors
15000,35,12,single,service,good,40,HS
97000,59,12,married,transportation,very_good,65,HS
60000,36,18,married,management,very_good,55,masters
60000,41,16,married,management,good,40,bachelors
74000,38,13,married,installation_production,fair,40,some_college
5000,36,12,single,service,very_good,8,HS
125000,29,18,married,management,excellent,40,masters
70000,48,16,married,management,excellent,40,bachelors
330500,47,20,married,management,very_good,55,professional_phd
29000,40,10,married,construction,very_good,40,some_HS
25000,49,12,single,service,poor,40,HS
2500,30,13,single,service,good,20,some_college
0,19,13,single,transportation,excellent,15,some_college
38000,44,13,married,service,very_good,40,some_college
0,37,16,single,management,good,50,bachelors
45000,48,18,married,management,very_good,40,masters
87252,37,10,single,construction,excellent,40,some_HS
40000,36,12,married,service,very_good,32,HS
38000,20,13,single,management,very_good,40,some_college
10000,66,14,married,transportation,good,20,associate
55500,40,13,married,management,good,48,some_college
15000,30,14,married,service,excellent,15,associate
80000,41,16,single,management,excellent,40,bachelors
81000,43,18,married,management,good,46,masters
120000,35,18,married,management,very_good,40,masters
28000,32,13,married,installation_production,excellent,40,some_college
150000,38,18,married,management,excellent,40,masters
12000,42,16,married,management,excellent,40,bachelors
15000,63,12,married,management,good,30,HS
2.00E+05,52,18,married,management,very_good,20,masters
24700,30,14,single,service,excellent,40,associate
6000,18,11,single,service,good,20,some_HS
18000,28,12,single,transportation,excellent,40,HS
30002,32,5.5,married,construction,good,40,less_than_HS
36000,40,14,married,management,excellent,40,associate
95000,44,16,single,management,excellent,40,bachelors
10002,20,12,married,service,very_good,32,HS
22000,23,16,married,service,good,40,bachelors
95000,49,18,married,management,very_good,40,masters
0,48,11,married,service,very_good,32,some_HS
15752,28,14,married,transportation,good,24,associate
60000,43,12,married,management,excellent,40,HS
65000,44,16,married,management,good,44,bachelors
38000,53,16,married,service,good,40,bachelors
25002,42,12,married,service,excellent,50,HS
32024,26,12,single,construction,good,40,HS
50000,30,20,single,management,excellent,60,professional_phd
40000,35,12,married,management,fair,50,HS
90000,56,12,married,construction,good,40,HS
22880,37,12,single,construction,good,40,HS
65000,59,12,married,management,good,44,HS
40000,56,16,married,installation_production,good,40,bachelors
1.00E+05,53,18,married,management,very_good,60,masters
205000,48,13,married,management,very_good,50,some_college
30000,24,12,single,transportation,very_good,40,HS
60000,32,20,married,management,excellent,40,professional_phd
80000,37,14,single,construction,excellent,40,associate
56000,26,12,single,service,excellent,40,HS
45900,41,12,married,service,fair,40,HS
68000,51,18,married,management,very_good,40,masters
1.00E+05,57,12,married,management,good,40,HS
0,54,14,single,management,very_good,50,associate
0,51,12,married,service,excellent,35,HS
150000,61,16,married,management,excellent,40,bachelors
40000,45,12,married,transportation,good,50,HS
8000,22,12,married,service,very_good,8,HS
95000,52,20,married,management,very_good,50,professional_phd
88000,51,16,single,management,very_good,40,bachelors
30000,64,13,married,service,very_good,40,some_college
5210,22,13,single,service,good,16,some_college
80000,45,12,married,construction,very_good,50,HS
5200,19,12,single,service,excellent,35,HS
105000,54,18,married,management,good,40,masters
13000,23,12,single,service,poor,45,HS
37000,36,11,single,management,excellent,50,some_HS
13000,24,13,single,service,excellent,40,some_college
33000,49,16,married,management,good,40,bachelors
56000,33,16,single,service,excellent,40,bachelors
40000,27,12,married,service,very_good,40,HS
50000,57,12,married,installation_production,good,40,HS
85000,41,13,married,installation_production,excellent,50,some_college
38000,38,18,married,management,excellent,40,masters
35000,42,12,married,service,very_good,50,HS
60000,33,16,married,management,good,50,bachelors
184732,64,18,single,service,fair,22,masters
37000,59,12,married,transportation,very_good,45,HS
24000,24,12,single,service,very_good,40,HS
35000,74,12,married,management,very_good,25,HS
27000,48,12,married,installation_production,very_good,40,HS
40000,27,16,single,service,excellent,40,bachelors
50000,47,14,married,service,very_good,40,associate
45000,52,14,single,service,excellent,40,associate
58557,52,12,single,management,very_good,45,HS
32002,45,13,married,installation_production,fair,40,some_college
22000,27,12,single,service,good,40,HS
65000,61,14,married,installation_production,excellent,50,associate
60000,42,14,single,management,good,60,associate
75000,35,16,single,management,excellent,36,bachelors
60000,35,16,married,management,excellent,24,bachelors
16000,19,13,married,management,very_good,25,some_college
5000,55,16,married,service,fair,40,bachelors
24700,39,12,single,installation_production,good,40,HS
10400,47,12,single,service,excellent,40,HS
27000,38,14,single,service,good,40,associate
65000,60,18,single,management,good,40,masters
62000,48,14,married,construction,very_good,40,associate
57500,34,18,married,management,very_good,40,masters
44000,64,12,married,service,very_good,32,HS
24000,50,12,married,service,very_good,38,HS
50000,32,18,married,management,very_good,40,masters
25921,20,12,single,transportation,fair,40,HS
72000,38,16,married,management,excellent,50,bachelors
107000,27,13,single,management,good,32,some_college
56000,62,18,married,management,poor,40,masters
24900,27,12,married,service,excellent,40,HS
9000,24,16,single,service,good,24,bachelors
63000,76,16,married,management,good,36,bachelors
40000,29,13,single,transportation,very_good,45,some_college
77000,47,13,married,installation_production,good,50,some_college
23000,57,12,single,service,very_good,40,HS
80000,36,16,single,management,excellent,40,bachelors
50000,37,18,married,management,very_good,26,masters
5000,19,12,single,management,very_good,25,HS
35000,35,14,married,installation_production,very_good,40,associate
5002,70,12,married,service,good,40,HS
60000,38,16,single,management,very_good,40,bachelors
79000,62,18,single,installation_production,very_good,40,masters
25000,23,12,single,transportation,excellent,40,HS
245000,39,20,married,management,very_good,45,professional_phd
35000,24,13,married,service,very_good,38,some_college
65000,34,20,married,management,very_good,40,professional_phd
38000,40,18,married,management,good,40,masters
111658,66,18,married,management,good,60,masters
9000,20,13,single,transportation,very_good,20,some_college
12500,19,13,single,service,very_good,40,some_college
2000,24,5.5,single,service,good,30,less_than_HS
23000,27,9,single,service,fair,48,some_HS
30000,32,16,single,management,very_good,40,bachelors
72250,65,12,married,management,fair,98,HS
6500,62,13,married,service,fair,16,some_college
42000,44,13,married,construction,excellent,40,some_college
80000,47,16,married,management,very_good,60,bachelors
48000,39,2.5,single,ag,very_good,40,less_than_HS
0,22,13,single,service,fair,14,some_college
23000,58,14,married,ag,very_good,40,associate
0,32,14,married,management,very_good,50,associate
2800,42,14,married,management,very_good,25,associate
35000,80,7.5,married,service,good,30,less_than_HS
76864,38,18,married,management,very_good,40,masters
190000,49,18,single,management,good,40,masters
42000,31,16,married,management,very_good,35,bachelors
12500,24,13,single,service,very_good,40,some_college
115000,58,18,married,installation_production,very_good,40,masters
73000,34,14,married,service,excellent,60,associate
12000,54,18,married,management,good,32,masters
28000,31,14,single,service,excellent,40,associate
250000,32,20,married,management,very_good,50,professional_phd
0,50,14,single,service,good,40,associate
90000,57,13,married,management,excellent,35,some_college
88500,33,16,single,management,excellent,40,bachelors
1.00E+05,36,18,married,management,very_good,40,masters
19000,23,16,single,service,excellent,40,bachelors
0,32,12,married,management,excellent,40,HS
36000,25,16,single,management,very_good,24,bachelors
35000,39,16,single,management,excellent,35,bachelors
40000,33,12,married,construction,very_good,40,HS
89000,33,20,married,management,good,24,professional_phd
2.00E+05,38,16,married,management,excellent,40,bachelors
6000,43,12,single,installation_production,good,40,HS
65000,31,14,married,installation_production,very_good,40,associate
37000,55,12,single,service,excellent,45,HS
13571,20,12,single,service,fair,35,HS
150000,41,16,married,service,excellent,50,bachelors
6000,46,18,married,management,excellent,25,masters
240000,32,16,married,management,very_good,40,bachelors
15000,41,7.5,married,service,very_good,20,less_than_HS
21000,34,12,single,installation_production,excellent,50,HS
55000,47,16,single,management,good,60,bachelors
120000,45,20,married,management,fair,32,professional_phd
49000,61,18,single,management,very_good,40,masters
83000,48,16,single,management,excellent,60,bachelors
56000,25,16,single,service,excellent,40,bachelors
80000,57,12,married,transportation,good,65,HS
59200,39,13,married,management,excellent,60,some_college
40000,63,18,married,management,very_good,40,masters
27000,31,16,married,management,excellent,12,bachelors
150000,52,18,married,management,very_good,40,masters
42000,29,12,married,service,excellent,40,HS
1.00E+05,28,20,married,management,excellent,50,professional_phd
56000,34,16,married,management,very_good,50,bachelors
32000,26,13,single,management,very_good,40,some_college
55000,53,14,married,management,excellent,40,associate
16000,67,16,married,management,fair,20,bachelors
19200,50,13,married,service,very_good,40,some_college
52000,53,13,married,installation_production,very_good,40,some_college
8000,46,16,married,management,good,27,bachelors
115000,45,16,married,management,excellent,40,bachelors
9750,24,16,single,management,good,40,bachelors
150000,57,16,married,management,very_good,43,bachelors
31000,59,12,married,management,good,35,HS
47000,37,11,single,transportation,good,40,some_HS
22000,63,18,married,service,very_good,50,masters
30000,34,12,single,service,fair,40,HS
60000,36,16,married,management,good,40,bachelors
125000,37,20,married,management,excellent,40,professional_phd
50000,43,18,married,management,excellent,40,masters
50000,62,12,married,construction,very_good,40,HS
1500,18,11,single,service,excellent,8,some_HS
150000,50,16,married,management,good,50,bachelors
21417,58,16,married,management,excellent,16,bachelors
40000,75,12,married,installation_production,good,40,HS
3648,19,12,single,service,good,32,HS
22000,37,14,married,service,very_good,40,associate
26000,26,11,single,service,good,40,some_HS
50000,54,13,married,management,very_good,45,some_college
21000,19,13,single,service,excellent,25,some_college
15000,33,13,single,management,poor,20,some_college
23000,30,12,single,management,good,48,HS
130000,56,18,married,management,excellent,40,masters
73000,39,18,married,management,good,40,masters
50000,38,12,married,transportation,good,50,HS
34000,32,13,married,management,excellent,40,some_college
50002,59,12,married,management,very_good,45,HS
23400,57,12,single,transportation,very_good,40,HS
0,42,16,married,service,very_good,40,bachelors
750,19,12,single,management,good,15,HS
20000,20,13,married,management,excellent,40,some_college
35000,33,12,single,service,very_good,90,HS
132000,53,16,married,management,excellent,42,bachelors
43000,37,14,married,service,excellent,40,associate
67000,63,16,married,service,good,55,bachelors
24000,33,11,married,installation_production,fair,40,some_HS
45000,39,18,married,management,very_good,40,masters
150000,44,12,married,management,very_good,65,HS
600,19,13,single,management,excellent,3,some_college
17000,30,16,married,service,very_good,24,bachelors
4000,21,13,single,transportation,good,37,some_college
17000,67,12,married,service,excellent,20,HS
25000,43,16,married,transportation,good,35,bachelors
170000,50,14,married,construction,excellent,40,associate
109000,28,14,married,construction,excellent,65,associate
25000,21,13,single,management,very_good,20,some_college
39000,58,14,married,management,good,38,associate
0,44,20,married,management,very_good,30,professional_phd
22500,34,5.5,single,installation_production,very_good,45,less_than_HS
0,60,16,married,management,good,40,bachelors
62000,31,12,married,transportation,very_good,48,HS
36000,51,5.5,married,construction,good,40,less_than_HS
95000,38,13,single,management,very_good,40,some_college
48000,65,14,single,service,good,40,associate
10000,29,16,married,management,very_good,40,bachelors
118000,49,16,married,management,good,36,bachelors
11000,24,12,single,installation_production,excellent,40,HS
33000,54,12,single,service,good,40,HS
8000,67,9,single,service,excellent,32,some_HS
82000,41,18,married,management,good,40,masters
72000,59,20,married,management,fair,36,professional_phd
70000,54,18,married,management,excellent,50,masters
48000,28,14,single,management,very_good,40,associate
0,67,18,married,construction,very_good,70,masters
10000,21,12,single,service,very_good,10,HS
33000,28,18,single,management,very_good,40,masters
62000,52,14,married,management,good,32,associate
0,58,2.5,married,service,good,35,less_than_HS
30800,22,16,single,management,excellent,40,bachelors
36400,57,16,married,service,very_good,35,bachelors
0,69,16,married,management,good,10,bachelors
3500,21,13,single,service,excellent,20,some_college
47280,59,14,married,management,good,40,associate
41500,48,14,single,service,very_good,40,associate
48000,29,14,married,management,excellent,40,associate
1.00E+05,58,12,married,service,excellent,40,HS
29000,37,16,married,service,excellent,16,bachelors
27000,54,14,single,transportation,good,40,associate
36000,47,12,married,service,good,50,HS
39000,58,12,single,service,good,40,HS
300,54,0,married,service,excellent,15,less_than_HS
5000,38,16,married,management,good,6,bachelors
25000,39,12,married,service,very_good,40,HS
30000,58,16,married,transportation,very_good,40,bachelors
70000,22,12,single,management,excellent,40,HS
3500,21,13,single,management,very_good,15,some_college
190001,49,20,married,management,excellent,45,professional_phd
150000,44,12,married,management,excellent,40,HS
95000,52,20,married,management,excellent,55,professional_phd
22000,50,14,married,management,good,40,associate
320000,42,18,married,management,very_good,50,masters
0,18,13,single,service,very_good,2,some_college
16400,37,12,single,service,good,35,HS
48000,31,16,married,management,very_good,40,bachelors
56000,54,12,married,management,very_good,40,HS
7000,45,16,married,management,very_good,8,bachelors
0,34,16,married,installation_production,good,20,bachelors
20000,25,14,married,service,good,40,associate
440000,46,20,married,management,excellent,55,professional_phd
90000,60,12,married,management,very_good,10,HS
22000,57,14,single,service,good,40,associate
63000,50,16,married,management,excellent,40,bachelors
60000,60,13,married,service,very_good,40,some_college
24000,44,16,married,management,very_good,40,bachelors
6800,47,12,single,service,fair,20,HS
70000,60,18,married,service,good,50,masters
250000,38,20,married,management,very_good,40,professional_phd
5000,18,11,single,service,excellent,10,some_HS
7400,29,12,married,service,excellent,40,HS
40000,37,13,single,service,excellent,40,some_college
67000,44,18,single,management,good,40,masters
4800,18,13,single,service,good,9,some_college
70000,57,14,married,transportation,good,40,associate
80000,55,16,married,management,very_good,40,bachelors
17000,46,18,single,management,excellent,13,masters
105000,55,13,married,management,good,40,some_college
26000,26,16,single,management,excellent,40,bachelors
134000,54,18,married,management,very_good,40,masters
29002,64,16,married,management,very_good,45,bachelors
2200,26,12,single,service,very_good,40,HS
50000,37,12,married,transportation,very_good,40,HS
45000,28,13,married,service,very_good,40,some_college
47000,36,18,married,management,good,40,masters
9000,42,12,married,management,good,70,HS
2000,53,12,single,service,fair,17,HS
12000,23,13,single,service,excellent,35,some_college
25000,38,13,married,transportation,fair,40,some_college
47000,55,12,single,service,very_good,44,HS
62000,45,14,married,management,good,40,associate
52000,38,18,married,management,very_good,40,masters
90000,54,16,married,management,excellent,50,bachelors
0,31,18,married,management,excellent,40,masters
150000,60,20,married,management,very_good,40,professional_phd
40000,33,5.5,married,construction,excellent,40,less_than_HS
3000,22,13,single,service,excellent,8,some_college
24000,48,12,married,construction,very_good,40,HS
78000,39,13,married,service,good,50,some_college
27777,40,16,single,service,very_good,40,bachelors
10000,80,20,married,management,good,15,professional_phd
60000,38,16,married,management,very_good,40,bachelors
55000,37,18,single,management,very_good,40,masters
18000,25,12,single,service,excellent,40,HS
90000,39,16,single,service,good,40,bachelors
2400,22,12,married,service,good,33,HS
90000,36,16,married,construction,good,40,bachelors
100002,37,18,married,management,excellent,60,masters
22880,49,12,single,transportation,fair,40,HS
40000,46,10,married,installation_production,good,40,some_HS
65002,39,16,married,management,excellent,40,bachelors
0,18,13,single,service,excellent,25,some_college
35000,22,12,single,construction,very_good,50,HS
22000,39,9,single,service,good,40,some_HS
30000,23,13,single,service,very_good,30,some_college
29900,38,13,single,management,good,40,some_college
43000,50,14,single,service,very_good,40,associate
75000,46,12,married,management,excellent,40,HS
84000,63,14,married,service,very_good,50,associate
70000,65,13,single,transportation,very_good,60,some_college
24000,51,14,married,service,very_good,40,associate
4700,18,12,single,transportation,excellent,35,HS
80000,53,12,married,transportation,good,50,HS
80000,49,18,married,management,excellent,40,masters
9000,20,13,single,management,very_good,12,some_college
43002,43,12,married,construction,good,40,HS
22000,32,13,single,transportation,excellent,20,some_college
35989,44,12,single,management,good,40,HS
5000,37,14,married,service,fair,12,associate
86000,56,16,married,installation_production,very_good,50,bachelors
54000,59,13,married,service,very_good,60,some_college
41000,52,14,married,installation_production,excellent,40,associate
24000,26,16,single,service,very_good,40,bachelors
42000,38,12,married,management,excellent,40,HS
50000,50,18,married,management,good,50,masters
150000,34,16,married,management,excellent,40,bachelors
0,29,13,single,service,excellent,40,some_college
38000,61,18,single,management,good,45,masters
40000,55,12,married,service,good,40,HS
30000,44,12,married,management,excellent,40,HS
20800,59,20,married,service,excellent,40,professional_phd
105000,37,16,single,management,very_good,45,bachelors
125000,34,20,married,management,very_good,40,professional_phd
0,31,12,single,service,good,20,HS
90000,38,12,single,management,good,40,HS
14000,47,16,married,management,good,50,bachelors
51000,30,20,married,management,excellent,60,professional_phd
1000,30,13,single,service,good,40,some_college
160000,44,12,married,management,very_good,40,HS
24000,24,12,single,service,excellent,40,HS
130000,59,16,married,management,very_good,40,bachelors
12000,29,16,married,installation_production,fair,40,bachelors
87000,33,14,single,service,very_good,50,associate
5000,18,13,single,service,very_good,19,some_college
30000,25,12,married,service,good,40,HS
35000,37,12,single,service,good,40,HS
35000,55,12,married,service,good,20,HS
56000,37,18,married,management,good,50,masters
0,35,12,married,service,good,60,HS
31000,64,12,married,management,very_good,40,HS
39051,38,14,single,installation_production,good,40,associate
0,30,12,single,management,fair,50,HS
26600,30,13,single,management,very_good,40,some_college
54000,29,14,married,management,very_good,40,associate
93600,33,16,married,management,good,40,bachelors
167000,67,16,married,service,excellent,40,bachelors
77000,60,18,married,management,good,40,masters
40000,23,16,single,management,excellent,35,bachelors
45000,44,12,married,installation_production,very_good,40,HS
0,18,11,single,service,good,20,some_HS
30000,25,13,single,installation_production,excellent,40,some_college
6600,20,12,single,service,good,30,HS
12000,35,12,married,service,excellent,40,HS
8200,55,18,married,service,excellent,40,masters
40000,38,11,single,installation_production,very_good,40,some_HS
12000,61,9,married,service,good,40,some_HS
77000,61,18,married,management,good,40,masters
18500,23,16,single,service,excellent,40,bachelors
50000,40,14,single,construction,fair,40,associate
41002,50,16,married,management,good,60,bachelors
2.00E+05,55,18,married,management,very_good,40,masters
0,56,16,married,transportation,good,40,bachelors
47000,34,13,married,management,very_good,40,some_college
20000,48,12,single,service,excellent,40,HS
31000,55,12,married,installation_production,very_good,40,HS
170000,35,16,married,management,excellent,40,bachelors
4000,27,14,married,service,very_good,3,associate
11000,28,16,single,service,excellent,30,bachelors
49483,53,14,married,installation_production,excellent,42,associate
