"Route","Latitude","Longitude","Total"
12,44.913379,-93.414227,30
12,44.913437,-93.42536,0
12,44.91356,-93.414375,3
12,44.914702,-93.424554,NA
12,44.914863,-93.424749,1
12,44.915201,-93.414217,18
12,44.915565,-93.414374,0
12,44.91699,-93.414207,6
12,44.917028,-93.414408,0
12,44.917078,-93.420919,0
12,44.917132,-93.414424,2
12,44.917174,-93.420151,2
12,44.917942,-93.414318,0
12,44.919498,-93.414101,33
12,44.919564,-93.414244,7
12,44.92076,-93.414852,0
12,44.920773,-93.421262,0
12,44.920959,-93.416857,0
12,44.920965,-93.421133,2
12,44.920995,-93.427184,0
12,44.921654,-93.426989,2
12,44.921994,-93.406047,9
12,44.922275,-93.405821,1
12,44.922483,-93.421719,0
12,44.922675,-93.42184,0
12,44.923201,-93.406214,6
12,44.923293,-93.406354,67
12,44.924099,-93.398805,14
12,44.92416,-93.414057,24
12,44.924267,-93.421678,0
12,44.92427,-93.413903,66
12,44.924277,-93.399057,1
12,44.924287,-93.421311,12
12,44.92429,-93.425637,0
12,44.924295,-93.419183,4
12,44.92431,-93.416526,20
12,44.924315,-93.41456,15
12,44.924334,-93.411563,73
12,44.924363,-93.408663,134
12,44.924367,-93.406867,54
12,44.924385,-93.421733,0
12,44.924393,-93.425317,NA
12,44.924394,-93.41918,0
12,44.92441,-93.417647,0
12,44.924415,-93.414105,3
12,44.924439,-93.411309,17
12,44.924444,-93.395181,11
12,44.92447,-93.407362,12
12,44.924723,-93.394476,5
12,44.92552,-93.386181,157
12,44.925786,-93.386195,45
12,44.925915,-93.380452,9
12,44.926014,-93.380565,3
12,44.926066,-93.377978,32
12,44.926231,-93.375375,15
12,44.926309,-93.375897,1
12,44.926745,-93.373312,0
12,44.926996,-93.362816,44
12,44.927087,-93.365184,75
12,44.927093,-93.362554,16
12,44.927221,-93.360234,0
12,44.927274,-93.366024,15
12,44.927292,-93.359388,2
12,44.92745,-93.370073,88
12,44.92747,-93.368037,3
12,44.92758,-93.369846,11
12,44.927598,-93.358069,12
12,44.927761,-93.357885,0
12,44.928407,-93.355602,59
12,44.928503,-93.355634,11
12,44.929172,-93.353224,16
12,44.929279,-93.353271,9
12,44.930727,-93.347976,120
12,44.930929,-93.348232,26
12,44.931367,-93.345968,37
12,44.931622,-93.346093,14
12,44.932157,-93.343373,56
12,44.932478,-93.343189,7
12,44.933229,-93.33993,82
12,44.933398,-93.340143,11
12,44.934319,-93.336869,94
12,44.934596,-93.336855,13
12,44.935209,-93.335541,6
12,44.935475,-93.335601,4
12,44.936281,-93.334211,51
12,44.936657,-93.334097,2
12,44.937982,-93.332069,10
12,44.938254,-93.33209,2
12,44.939007,-93.330762,10
12,44.939284,-93.330802,6
12,44.93969,-93.329935,53
12,44.94046,-93.329283,3
12,44.945046,-93.323235,62
12,44.945106,-93.323348,10
12,44.946537,-93.321683,5
12,44.946652,-93.321749,11
12,44.947333,-93.320582,20
12,44.947622,-93.320499,37
12,44.948246,-93.317948,6
12,44.94831,-93.298409,3
12,44.948311,-93.296729,2
12,44.948313,-93.302254,10
12,44.948315,-93.300592,10
12,44.948361,-93.305098,13
12,44.948799,-93.316301,31
12,44.94916,-93.294322,13
12,44.949169,-93.298217,5
12,44.949286,-93.295594,1
12,44.949294,-93.305095,17
12,44.949315,-93.302348,26
12,44.949389,-93.315377,4
12,44.949632,-93.313856,8
12,44.949921,-93.31375,2
12,44.950069,-93.298144,1100
12,44.95007,-93.298017,3
12,44.950079,-93.297545,4
12,44.950104,-93.298361,241
12,44.950151,-93.29821,46
12,44.951863,-93.298327,8
12,44.951864,-93.29818,2
12,44.953624,-93.297575,2
12,44.953849,-93.29763,3
12,44.955437,-93.296773,3
12,44.955645,-93.296813,3
12,44.95721,-93.295445,5
12,44.957441,-93.295439,5
12,44.959019,-93.294083,2
12,44.959255,-93.294072,3
12,44.960784,-93.292743,2
12,44.961023,-93.292732,2
12,44.96248,-93.291719,24
12,44.962555,-93.291341,39
12,44.964531,-93.290053,1
12,44.966694,-93.288533,6
12,44.967071,-93.28799,16
12,44.969077,-93.288112,6
12,44.969257,-93.287332,5
12,44.971297,-93.288104,1
12,44.972546,-93.28564,3
12,44.972758,-93.285378,10
12,44.973065,-93.284351,24
12,44.973771,-93.28294,13
12,44.974525,-93.280837,13
12,44.974866,-93.280298,21
12,44.975229,-93.279151,6
12,44.975471,-93.278866,19
12,44.975904,-93.277863,56
12,44.976296,-93.277054,3
12,44.977339,-93.275783,95
12,44.977804,-93.274981,6
12,44.978316,-93.274481,115
12,44.979387,-93.272978,65
12,44.979511,-93.272616,1
12,44.980623,-93.271051,0
12,44.980827,-93.270956,105
12,44.981375,-93.269992,0
12,44.981622,-93.269838,24
12,44.981941,-93.266059,21
12,44.982297,-93.268913,4
14,44.883398,-93.251015,4
14,44.883545,-93.252814,35
14,44.883579,-93.251035,162
14,44.883583,-93.253015,0
14,44.885218,-93.252845,8
14,44.885399,-93.252992,0
14,44.887016,-93.252849,11
14,44.88721,-93.252981,0
14,44.888851,-93.252834,2
14,44.889032,-93.252981,0
14,44.890629,-93.252807,16
14,44.890813,-93.25295,1
14,44.8928,-93.252484,0
14,44.894264,-93.260493,0
14,44.894264,-93.256756,3
14,44.894361,-93.262725,4
14,44.894366,-93.257753,5
14,44.894369,-93.260239,0
14,44.894374,-93.255475,9
14,44.894398,-93.262922,0
14,44.894402,-93.254267,0
14,44.896023,-93.262748,0
14,44.896204,-93.262887,0
14,44.897823,-93.262706,3
14,44.898004,-93.262845,1
14,44.898871,-93.26283,2
14,44.899667,-93.262672,1
14,44.901393,-93.262784,9
14,44.901481,-93.262637,62
14,44.903322,-93.262596,4
14,44.903489,-93.262735,0
14,44.90507,-93.262549,14
14,44.905077,-93.252237,0
14,44.905199,-93.260218,4
14,44.905216,-93.255137,3
14,44.905218,-93.257697,10
14,44.905221,-93.252767,12
14,44.905284,-93.262492,2
14,44.905304,-93.259964,0
14,44.90532,-93.257443,1
14,44.905321,-93.254883,0
14,44.905367,-93.252551,2
14,44.905367,-93.252404,2
14,44.906995,-93.25238,10
14,44.907159,-93.252528,3
14,44.908775,-93.252369,18
14,44.908956,-93.252516,3
14,44.910575,-93.252369,17
14,44.910756,-93.252513,1
14,44.912367,-93.252338,14
14,44.912548,-93.252482,0
14,44.914373,-93.252351,8
14,44.914554,-93.252499,0
14,44.916003,-93.252335,9
14,44.916183,-93.252482,0
14,44.917814,-93.252324,7
14,44.917994,-93.252471,0
14,44.919616,-93.252463,16
14,44.919616,-93.252324,54
14,44.921422,-93.252316,19
14,44.921603,-93.252464,1
14,44.923233,-93.252313,51
14,44.923413,-93.25246,4
14,44.925046,-93.25232,16
14,44.925227,-93.252468,3
14,44.926846,-93.252309,80
14,44.926851,-93.234797,1
14,44.926854,-93.237335,NA
14,44.926859,-93.239915,1
14,44.92686,-93.242383,0
14,44.926873,-93.244913,1
14,44.926888,-93.247192,5
14,44.926956,-93.234543,1
14,44.926959,-93.237042,1
14,44.926961,-93.239606,1
14,44.926962,-93.242128,1
14,44.926978,-93.244658,4
14,44.926985,-93.232198,7
14,44.926985,-93.232044,1
14,44.926986,-93.247196,12
14,44.927027,-93.252457,8
14,44.928575,-93.252317,60
14,44.928579,-93.232182,NA
14,44.928624,-93.247257,6
14,44.928686,-93.232047,0
14,44.928753,-93.247404,0
14,44.928756,-93.252464,5
14,44.930347,-93.252487,5
14,44.930413,-93.247261,6
14,44.930418,-93.232042,12
14,44.930594,-93.247408,1
14,44.930599,-93.23219,70
14,44.930622,-93.252341,48
14,44.932199,-93.232042,NA
14,44.932208,-93.247257,7
14,44.932224,-93.252313,24
14,44.932389,-93.247404,1
14,44.93239,-93.232189,2
14,44.932405,-93.252461,6
14,44.934023,-93.232041,1
14,44.934035,-93.252325,104
14,44.934065,-93.24747,6
14,44.93407,-93.249996,1
14,44.934084,-93.251263,3
14,44.934085,-93.252252,0
14,44.934162,-93.248486,5
14,44.93417,-93.249741,0
14,44.934178,-93.252272,25
14,44.934216,-93.252473,28
14,44.935037,-93.22987,73
14,44.935849,-93.252337,32
14,44.93603,-93.252484,3
14,44.937654,-93.252356,34
14,44.937835,-93.252504,8
14,44.939457,-93.252372,161
14,44.939638,-93.25252,25
14,44.941262,-93.25238,84
14,44.941443,-93.252527,17
14,44.942834,-93.252398,62
14,44.943015,-93.252546,10
14,44.944664,-93.252422,36
14,44.944845,-93.252569,31
14,44.94647,-93.252426,43
14,44.946651,-93.252574,28
14,44.948275,-93.252434,583
14,44.948456,-93.252581,328
14,44.949963,-93.25241,29
14,44.950144,-93.252558,6
14,44.951862,-93.252415,107
14,44.952042,-93.252559,46
14,44.953659,-93.252388,66
14,44.95384,-93.252532,59
14,44.955445,-93.252372,149
14,44.955626,-93.252516,66
14,44.957259,-93.25233,75
14,44.95744,-93.25247,90
14,44.959042,-93.252439,74
14,44.959226,-93.252285,84
14,44.961009,-93.252436,58
14,44.961015,-93.252293,37
14,44.962668,-93.256926,129
14,44.962671,-93.257958,85
14,44.962694,-93.252485,133
14,44.962772,-93.256671,127
14,44.962775,-93.258063,166
14,44.962798,-93.252648,87
14,44.965074,-93.258104,36
14,44.965082,-93.258251,16
14,44.966594,-93.25825,15
14,44.966597,-93.258103,6
14,44.967881,-93.258124,194
14,44.968062,-93.258272,148
14,44.968945,-93.258272,1
14,44.969481,-93.258085,73
14,44.969686,-93.258086,35
14,44.970649,-93.257259,15
14,44.971514,-93.25656,36
14,44.971661,-93.259788,36
14,44.972691,-93.259267,22
14,44.972862,-93.26253,279
14,44.973529,-93.261308,165
14,44.974193,-93.265706,0
14,44.97486,-93.264603,65
14,44.974938,-93.267503,3
14,44.974969,-93.264758,44
14,44.975555,-93.268975,22
14,44.976266,-93.267811,119
14,44.977195,-93.272875,3
14,44.977457,-93.264186,81
14,44.977851,-93.271595,619
14,44.978614,-93.266932,70
14,44.978855,-93.273884,223
14,44.979209,-93.2683,81
14,44.979511,-93.272616,11
14,44.979798,-93.269671,525
14,44.980623,-93.271051,967
14,44.981041,-93.275321,23
14,44.982556,-93.269398,38
14,44.983007,-93.274642,40
14,44.98371,-93.271166,29
14,44.984497,-93.272283,33
14,44.984549,-93.272566,36
14,44.98608,-93.274607,9
14,44.986132,-93.274889,22
14,44.986871,-93.275736,10
14,44.987472,-93.276783,56
14,44.988862,-93.278444,10
14,44.989659,-93.279852,12
14,44.990281,-93.280442,46
14,44.990376,-93.280702,120
14,44.992144,-93.281511,13
14,44.992185,-93.28138,4
14,44.994073,-93.281424,4
14,44.994267,-93.281575,4
14,44.995796,-93.281618,31
14,44.996224,-93.281481,14
14,44.998163,-93.343987,8
14,44.998221,-93.343709,0
14,44.998534,-93.341839,NA
14,44.998706,-93.308323,70
14,44.998706,-93.304545,19
14,44.99871,-93.341686,0
14,44.998732,-93.310903,24
14,44.998743,-93.312175,44
14,44.998771,-93.314716,74
14,44.998808,-93.30429,3
14,44.998813,-93.308486,25
14,44.998833,-93.318259,35
14,44.998835,-93.310629,2
14,44.998836,-93.301986,9
14,44.998845,-93.311921,3
14,44.998871,-93.31438,7
14,44.998964,-93.318302,5
14,44.999011,-93.281873,55
14,44.999033,-93.340346,NA
14,44.999054,-93.340578,NA
14,44.999066,-93.285226,99
14,44.999076,-93.289651,170
14,44.999086,-93.288115,196
14,44.999088,-93.292686,78
14,44.99909,-93.293854,113
14,44.999121,-93.295761,222
14,44.999144,-93.351611,156
14,44.999171,-93.284809,63
14,44.999186,-93.288568,287
14,44.999193,-93.292432,88
14,44.999194,-93.293959,356
14,44.999223,-93.295502,107
14,44.999254,-93.352289,9
14,44.999404,-93.301807,20
14,44.99947,-93.302016,41
14,44.99948,-93.329141,24
14,44.999502,-93.299127,58
14,44.999541,-93.298838,34
14,44.999547,-93.301742,23
14,44.999589,-93.329134,2
14,44.999811,-93.328265,NA
14,44.999818,-93.338281,2
14,44.99983,-93.35604,0
14,44.999853,-93.338626,1
14,44.999863,-93.332117,2
14,44.999866,-93.355742,0
14,44.99987,-93.320059,7
14,44.999871,-93.319769,NA
14,45.00001,-93.328092,NA
14,45.000043,-93.359924,31
14,45.000074,-93.336233,NA
14,45.000077,-93.332385,0
14,45.000109,-93.335267,NA
14,45.000122,-93.333716,NA
14,45.000143,-93.320586,0
14,45.000149,-93.360083,4
14,45.000149,-93.304549,32
14,45.000169,-93.336396,NA
14,45.00022,-93.33502,0
14,45.00027,-93.304538,7
14,45.000365,-93.321914,9
14,45.000448,-93.352981,21
14,45.000459,-93.326258,0
14,45.000581,-93.326065,NA
14,45.000598,-93.322778,0
14,45.001065,-93.338656,0
14,45.001246,-93.338804,0
14,45.002107,-93.305747,11
14,45.002299,-93.305976,78
14,45.002385,-93.33866,0
14,45.00259,-93.338808,0
14,45.003439,-93.3601,1
14,45.003619,-93.360244,12
14,45.00369,-93.308037,243
14,45.004089,-93.308457,84
14,45.004253,-93.338686,1
14,45.004405,-93.360087,0
14,45.004434,-93.338834,0
14,45.004605,-93.360223,1
14,45.00595,-93.311352,21
14,45.006012,-93.338716,0
14,45.006103,-93.311782,113
14,45.006193,-93.338876,0
14,45.007179,-93.36003,4
14,45.007359,-93.360175,11
14,45.007769,-93.313272,8
14,45.007914,-93.313563,44
14,45.00875,-93.338709,0
14,45.008809,-93.360017,1
14,45.00898,-93.33885,0
14,45.008989,-93.360166,2
14,45.009559,-93.314887,6
14,45.009598,-93.33871,0
14,45.009665,-93.360007,0
14,45.00969,-93.315174,42
14,45.009779,-93.338858,1
14,45.009845,-93.360155,0
14,45.011166,-93.35999,2
14,45.011346,-93.360138,3
14,45.011368,-93.338721,0
14,45.01139,-93.318665,1
14,45.011579,-93.338869,1
14,45.012689,-93.359976,0
14,45.012855,-93.36012,2
14,45.013051,-93.317243,6
14,45.013198,-93.338708,0
14,45.013423,-93.338849,0
14,45.013784,-93.320113,130
14,45.014144,-93.320835,9
14,45.014246,-93.338695,0
14,45.014427,-93.338843,0
14,45.014478,-93.359945,3
14,45.014696,-93.322803,24
14,45.014705,-93.360089,7
14,45.014789,-93.322738,9
14,45.014995,-93.338711,0
14,45.015176,-93.338859,1
14,45.015417,-93.324938,3
14,45.015431,-93.324645,1
14,45.015863,-93.326225,13
14,45.015875,-93.325931,1
14,45.016535,-93.360081,7
14,45.016535,-93.359934,4
14,45.016812,-93.338714,0
14,45.016842,-93.328459,11
14,45.016992,-93.338862,0
14,45.017017,-93.328669,82
14,45.018102,-93.359929,0
14,45.018283,-93.360077,3
14,45.018535,-93.338728,0
14,45.018595,-93.328504,2
14,45.018775,-93.328652,6
14,45.018853,-93.338873,1
14,45.020211,-93.328486,4
14,45.02032,-93.328634,111
14,45.020428,-93.338716,0
14,45.020433,-93.331246,0
14,45.020454,-93.340252,0
14,45.020455,-93.344194,2
14,45.020457,-93.342871,0
14,45.020458,-93.335083,4
14,45.020465,-93.336356,2
14,45.020467,-93.338558,31
14,45.020538,-93.330991,0
14,45.020538,-93.329138,3
14,45.020559,-93.346203,5
14,45.020559,-93.33508,0
14,45.020561,-93.339997,1
14,45.020562,-93.342613,2
14,45.020575,-93.337382,0
14,45.020622,-93.338864,8
14,45.020656,-93.338721,4
14,45.021667,-93.350894,0
14,45.02172,-93.352314,0
14,45.021738,-93.353765,0
14,45.021745,-93.355089,0
14,45.021752,-93.356323,0
14,45.021757,-93.359955,1
14,45.021758,-93.350628,2
14,45.021783,-93.357619,0
14,45.021802,-93.359395,0
14,45.02182,-93.352056,2
14,45.02184,-93.35353,1
14,45.02185,-93.354834,1
14,45.021854,-93.356068,2
14,45.021898,-93.358641,5
14,45.022192,-93.338761,1
14,45.022395,-93.338917,8
14,45.022577,-93.329076,3
14,45.022653,-93.329351,18
14,45.024014,-93.338818,1
14,45.024194,-93.338974,15
14,45.024652,-93.331626,46
14,45.024664,-93.331452,4
14,45.025833,-93.338887,0
14,45.026013,-93.339039,16
14,45.026089,-93.33305,6
14,45.026165,-93.333337,25
14,45.02759,-93.334777,3
14,45.027649,-93.33896,0
14,45.027666,-93.335052,26
14,45.02784,-93.339108,8
14,45.029576,-93.337578,3
14,45.030078,-93.339729,842
16,44.94591,-93.092975,30
16,44.945928,-93.091109,679
16,44.947589,-93.092726,3317
16,44.947686,-93.094643,21
16,44.948678,-93.093783,155
16,44.949692,-93.094727,189
16,44.950272,-93.096985,276
16,44.950447,-93.097561,22
16,44.952459,-93.099709,11
16,44.952465,-93.099237,45
16,44.953542,-93.10092,4
16,44.95372,-93.101071,16
16,44.954157,-93.10387,58
16,44.954203,-93.103588,34
16,44.955533,-93.174438,88
16,44.955544,-93.161713,981
16,44.955545,-93.172228,82
16,44.955548,-93.169716,77
16,44.955564,-93.159182,265
16,44.955566,-93.163479,219
16,44.955567,-93.166508,1375
16,44.955583,-93.156964,240
16,44.95559,-93.131541,132
16,44.955593,-93.133759,91
16,44.955595,-93.139145,43
16,44.955596,-93.136603,176
16,44.9556,-93.144208,366
16,44.955603,-93.154406,205
16,44.955604,-93.149293,147
16,44.955608,-93.125806,514
16,44.955609,-93.151844,148
16,44.955613,-93.12904,77
16,44.955613,-93.123912,199
16,44.955613,-93.121366,86
16,44.955619,-93.14682,297
16,44.955621,-93.118804,124
16,44.955625,-93.141677,223
16,44.955651,-93.116257,133
16,44.955662,-93.113104,66
16,44.955682,-93.109572,243
16,44.955686,-93.105596,0
16,44.955749,-93.174817,43
16,44.955767,-93.172321,127
16,44.955773,-93.177352,294
16,44.955785,-93.161775,473
16,44.955788,-93.167344,1093
16,44.955815,-93.151589,118
16,44.955818,-93.16387,173
16,44.955821,-93.159569,228
16,44.955822,-93.156702,251
16,44.955823,-93.138887,68
16,44.955832,-93.13129,207
16,44.955833,-93.154468,53
16,44.955838,-93.126065,744
16,44.955839,-93.141426,177
16,44.95584,-93.133829,82
16,44.955843,-93.149359,101
16,44.955846,-93.136352,203
16,44.95585,-93.146407,295
16,44.955852,-93.144274,279
16,44.95586,-93.128786,189
16,44.95586,-93.121108,115
16,44.955874,-93.123658,80
16,44.95589,-93.118553,154
16,44.955892,-93.116324,189
16,44.955906,-93.113622,101
16,44.955921,-93.109588,431
16,44.955922,-93.105832,897
16,44.955943,-93.177055,233
16,44.956885,-93.180285,140
16,44.957127,-93.180158,62
16,44.957757,-93.18244,178
16,44.957903,-93.182139,152
16,44.959762,-93.187501,30
16,44.959881,-93.187127,30
16,44.960727,-93.18985,160
16,44.960821,-93.189472,89
16,44.962014,-93.193066,87
16,44.962141,-93.192672,95
16,44.963342,-93.196398,38
16,44.963425,-93.195927,7
16,44.963948,-93.197915,152
16,44.964015,-93.197394,209
16,44.964842,-93.200257,72
16,44.964873,-93.199546,61
16,44.965945,-93.202954,31
16,44.966231,-93.202867,22
16,44.967396,-93.20655,151
16,44.967553,-93.206261,569
16,44.968243,-93.20818,289
16,44.968513,-93.209167,64
16,44.970002,-93.212922,41
16,44.970008,-93.212624,229
16,44.970766,-93.214819,42
16,44.971209,-93.21562,90
16,44.971727,-93.245938,389
16,44.972228,-93.247607,135
16,44.972302,-93.243772,587
16,44.972331,-93.218763,235
16,44.972332,-93.21847,378
16,44.972594,-93.243422,349
16,44.973228,-93.220611,1110
16,44.973385,-93.221547,296
16,44.974616,-93.224686,484
16,44.975251,-93.259228,1484
16,44.975306,-93.259108,80
16,44.975347,-93.22581,731
16,44.976182,-93.261436,120
16,44.97633,-93.261502,58
16,44.976401,-93.270881,1
16,44.976558,-93.229306,224
16,44.977195,-93.272875,2
16,44.977276,-93.264027,115
16,44.977366,-93.270058,0
16,44.977457,-93.264186,27
16,44.977541,-93.267886,3
16,44.977733,-93.271308,3
16,44.977866,-93.232562,224
16,44.977905,-93.229164,156
16,44.978123,-93.23554,1253
16,44.978277,-93.266413,279
16,44.978336,-93.26927,0
16,44.97835,-93.275274,2
16,44.978468,-93.235893,959
16,44.978614,-93.266932,15
16,44.979017,-93.270522,2
16,44.979209,-93.2683,8
16,44.979798,-93.269671,41
16,44.979803,-93.269984,2298
16,44.980442,-93.27119,13
16,44.980493,-93.271522,976
16,44.981014,-93.275356,775
16,44.982556,-93.269398,1
16,44.983007,-93.274642,22
16,44.984365,-93.272747,2
17,44.931481,-93.390532,33
17,44.931912,-93.385764,2
17,44.93211,-93.393495,17
17,44.93286,-93.393303,17
17,44.933223,-93.385758,4
17,44.933747,-93.393027,6
17,44.934159,-93.386459,242
17,44.934288,-93.385749,9
17,44.934384,-93.392259,18
17,44.934505,-93.390645,5
17,44.936155,-93.390324,2
17,44.936357,-93.38824,NA
17,44.93654,-93.387549,7
17,44.937005,-93.357687,4
17,44.937514,-93.391655,189
17,44.937719,-93.352322,2
17,44.937752,-93.345809,4
17,44.937761,-93.354686,0
17,44.937765,-93.344384,NA
17,44.937787,-93.351418,0
17,44.937832,-93.352921,0
17,44.93787,-93.354845,0
17,44.937969,-93.342187,0
17,44.938004,-93.345022,0
17,44.938512,-93.389428,3
17,44.938515,-93.38217,88
17,44.938547,-93.384051,190
17,44.938602,-93.384048,5
17,44.938611,-93.391662,3
17,44.938632,-93.38953,110
17,44.938641,-93.381946,7
17,44.938668,-93.388043,0
17,44.938716,-93.380954,1
17,44.938791,-93.380808,28
17,44.940286,-93.339855,0
17,44.940316,-93.340002,0
17,44.94033,-93.380806,4
17,44.940511,-93.380954,0
17,44.942171,-93.380822,5
17,44.942245,-93.380966,0
17,44.942313,-93.339415,2
17,44.942487,-93.339671,0
17,44.943037,-93.338361,4
17,44.943127,-93.338497,NA
17,44.943674,-93.336348,8
17,44.943767,-93.34039,0
17,44.943801,-93.336341,2
17,44.943913,-93.380834,8
17,44.944157,-93.380978,0
17,44.944226,-93.333488,0
17,44.944345,-93.334242,3
17,44.944645,-93.340368,13
17,44.94489,-93.339948,0
17,44.945241,-93.380831,24
17,44.945608,-93.338546,NA
17,44.94569,-93.338643,0
17,44.945913,-93.380975,6
17,44.946342,-93.336213,NA
17,44.946499,-93.336032,0
17,44.946537,-93.301731,11
17,44.947266,-93.33278,1
17,44.947307,-93.380988,4
17,44.947484,-93.332352,0
17,44.947541,-93.380839,11
17,44.947896,-93.329248,0
17,44.948129,-93.328225,50
17,44.948201,-93.302199,0
17,44.948255,-93.328334,121
17,44.948272,-93.298208,3
17,44.948286,-93.320325,211
17,44.948308,-93.318532,17
17,44.948313,-93.302254,27
17,44.948315,-93.300592,62
17,44.94834,-93.326434,30
17,44.948361,-93.305098,52
17,44.948389,-93.347036,7
17,44.948395,-93.348767,90
17,44.948404,-93.332829,32
17,44.948408,-93.336229,65
17,44.948409,-93.334054,21
17,44.94841,-93.340255,49
17,44.94842,-93.338524,11
17,44.948424,-93.341801,65
17,44.948427,-93.344683,23
17,44.948495,-93.32905,11
17,44.948508,-93.340271,12
17,44.94851,-93.320821,56
17,44.948512,-93.332578,9
17,44.948513,-93.335974,10
17,44.948514,-93.333799,3
17,44.94852,-93.342802,12
17,44.948522,-93.337678,2
17,44.948541,-93.326164,5
17,44.948594,-93.346585,5
17,44.948599,-93.348455,4
17,44.948791,-93.350083,15
17,44.948799,-93.316301,106
17,44.948891,-93.35076,25
17,44.949049,-93.316454,7
17,44.949169,-93.298217,146
17,44.949284,-93.352219,5
17,44.949285,-93.380981,28
17,44.949294,-93.305095,17
17,44.949315,-93.302348,24
17,44.94936,-93.380835,226
17,44.949362,-93.354561,11
17,44.949381,-93.351976,3
17,44.949392,-93.378482,23
17,44.949425,-93.375959,2
17,44.949445,-93.357023,5
17,44.949456,-93.354299,0
17,44.949469,-93.37344,10
17,44.949482,-93.358329,3
17,44.949488,-93.370999,251
17,44.949488,-93.368421,6
17,44.949497,-93.378232,5
17,44.949522,-93.365551,28
17,44.949528,-93.359488,54
17,44.949534,-93.356687,2
17,44.949536,-93.375705,2
17,44.94954,-93.363294,7
17,44.949577,-93.373186,1
17,44.949579,-93.358105,1
17,44.949584,-93.371011,69
17,44.949594,-93.36814,3
17,44.949618,-93.365567,9
17,44.949632,-93.313856,31
17,44.949645,-93.36304,1
17,44.949667,-93.360455,7
17,44.949921,-93.31375,3
17,44.950104,-93.298361,819
17,44.950151,-93.29821,815
17,44.951863,-93.298327,8
17,44.951864,-93.29818,92
17,44.953624,-93.297575,78
17,44.953849,-93.29763,16
17,44.955437,-93.296773,88
17,44.955645,-93.296813,30
17,44.95721,-93.295445,140
17,44.957441,-93.295439,84
17,44.959019,-93.294083,122
17,44.959062,-93.281415,56
17,44.959062,-93.278064,197
17,44.959063,-93.2831,75
17,44.959065,-93.285608,104
17,44.959069,-93.290701,52
17,44.959075,-93.288155,187
17,44.959167,-93.28116,63
17,44.959168,-93.282826,37
17,44.95917,-93.285353,28
17,44.959174,-93.290435,12
17,44.959176,-93.293921,21
17,44.95918,-93.2879,117
17,44.959244,-93.277918,304
17,44.960813,-93.277752,114
17,44.960994,-93.2779,65
17,44.962605,-93.277734,270
17,44.962786,-93.277881,285
17,44.965135,-93.277738,218
17,44.965316,-93.277886,98
17,44.966819,-93.277889,48
17,44.967141,-93.277744,58
17,44.96781,-93.277898,82
17,44.967925,-93.277748,85
17,44.969574,-93.277902,186
17,44.969758,-93.277745,174
17,44.970439,-93.277679,60
17,44.971154,-93.277152,107
17,44.972897,-93.275561,105
17,44.973147,-93.275519,338
17,44.974888,-93.273831,363
17,44.975137,-93.273789,1139
17,44.9766,-93.272378,463
17,44.976968,-93.27224,687
17,44.978668,-93.270628,221
17,44.979017,-93.270522,341
17,44.979696,-93.269814,153
17,44.979905,-93.269815,628
17,44.980768,-93.265346,13
17,44.98115,-93.268765,94
17,44.98134,-93.26843,47
17,44.981728,-93.264565,172
17,44.981941,-93.266059,27
17,44.982453,-93.264012,1
17,44.98306,-93.265163,12
17,44.985968,-93.255615,77
17,44.986661,-93.254794,48
17,44.986944,-93.25485,0
17,44.98754,-93.254396,126
17,44.98767,-93.25403,17
17,44.988668,-93.25323,19
17,44.989269,-93.25302,2
17,44.989448,-93.252618,41
17,44.991171,-93.251559,18
17,44.991382,-93.251544,13
17,44.993277,-93.252349,2
17,44.993457,-93.252493,24
17,44.994953,-93.252515,108
17,44.995013,-93.252368,11
17,44.996805,-93.252364,2
17,44.996986,-93.252512,27
17,44.998654,-93.256383,95
17,44.998657,-93.252597,93
17,44.998665,-93.255122,12
17,44.998758,-93.2574,6
17,44.998759,-93.256128,3
17,44.99876,-93.252856,9
17,44.998767,-93.254867,0
17,44.998843,-93.257602,49
17,45.000808,-93.257475,3
17,45.000989,-93.257623,61
17,45.002986,-93.257477,3
17,45.003167,-93.257625,73
17,45.00534,-93.257627,195
17,45.005524,-93.257481,6
17,45.007386,-93.256898,0
17,45.008451,-93.256902,0
17,45.008689,-93.25705,70
17,45.009889,-93.25677,0
17,45.010094,-93.256821,100
17,45.010948,-93.25665,0
17,45.011167,-93.256795,81
17,45.013107,-93.256649,3
17,45.013217,-93.256796,101
17,45.014894,-93.256653,0
17,45.014932,-93.256854,30
17,45.015063,-93.258,3
17,45.016837,-93.25735,114
18,44.81182,-93.288743,15
18,44.811841,-93.292466,4
18,44.811852,-93.294567,2
18,44.811922,-93.289711,0
18,44.812222,-93.298921,4
18,44.81331,-93.291942,0
18,44.813722,-93.288544,10
18,44.813903,-93.288691,0
18,44.814279,-93.291796,0
18,44.815012,-93.28855,1
18,44.815173,-93.288698,NA
18,44.815326,-93.298632,3
18,44.815436,-93.292269,77
18,44.815439,-93.294231,0
18,44.815975,-93.288547,8
18,44.816518,-93.288697,0
18,44.817212,-93.288542,4
18,44.818916,-93.288682,0
18,44.818968,-93.288547,8
18,44.82113,-93.288523,15
18,44.821199,-93.28867,0
18,44.82454,-93.289049,NA
18,44.824579,-93.288737,4
18,44.824687,-93.29063,155
18,44.825038,-93.288431,25
18,44.826161,-93.286053,33
18,44.82617,-93.282391,6
18,44.826395,-93.28213,0
